# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  706       2.481597215364e-10       4.971776365788e-12      -1.429561749049e-11       0.000000000000e+00       2.230927378341e-14       5.268061094096e-15      -6.433151843743e-16 
  707       2.489386902257e-10       4.956882038931e-12      -1.447591225897e-11       0.000000000000e+00       2.219320797806e-14       5.278737925347e-15      -6.408712899515e-16 
  708       2.497368779898e-10       4.941219369012e-12      -1.465304744220e-11       0.000000000000e+00       2.207789036490e-14       5.289182005907e-15      -6.383467301404e-16 
  709       2.505538518004e-10       4.924797968340e-12      -1.482696612122e-11       0.000000000000e+00       2.196331738716e-14       5.299389842574e-15      -6.357431864167e-16 
  710       2.513891724564e-10       4.907627606377e-12      -1.499761100340e-11       0.000000000000e+00       2.184948535224e-14       5.309357919789e-15      -6.330623640447e-16 
  711       2.522423945612e-10       4.889718210347e-12      -1.516492442138e-11       0.000000000000e+00       2.173639043101e-14       5.319082699575e-15      -6.303059921663e-16 
  712       2.531130664991e-10       4.871079865835e-12      -1.532884833212e-11       0.000000000000e+00       2.162402865727e-14       5.328560621479e-15      -6.274758238897e-16 
  713       2.540007304119e-10       4.851722817403e-12      -1.548932431593e-11       0.000000000000e+00       2.151239592706e-14       5.337788102509e-15      -6.245736363783e-16 
  714       2.549049221762e-10       4.831657469185e-12      -1.564629357546e-11       0.000000000000e+00       2.140148799807e-14       5.346761537081e-15      -6.216012309390e-16 
  715       2.558251713799e-10       4.810894385503e-12      -1.579969693478e-11       0.000000000000e+00       2.129130048906e-14       5.355477296952e-15      -6.185604331114e-16 
  716       2.567610012988e-10       4.789444291464e-12      -1.594947483832e-11       0.000000000000e+00       2.118182887916e-14       5.363931731167e-15      -6.154530927564e-16 
  717       2.577119288735e-10       4.767318073574e-12      -1.609556734996e-11       0.000000000000e+00       2.107306850731e-14       5.372121165997e-15      -6.122810841449e-16 
  718       2.586774646863e-10       4.744526780337e-12      -1.623791415203e-11       0.000000000000e+00       2.096501457163e-14       5.380041904878e-15      -6.090463060463e-16 
  719       2.596571129379e-10       4.721081622865e-12      -1.637645454433e-11       0.000000000000e+00       2.085766212878e-14       5.387690228355e-15      -6.057506818178e-16 
  720       2.606503714241e-10       4.696993975483e-12      -1.651112744312e-11       0.000000000000e+00       2.075100609338e-14       5.395062394020e-15      -6.023961594926e-16 
  721       2.616567315124e-10       4.672275376334e-12      -1.664187138020e-11       0.000000000000e+00       2.064504123735e-14       5.402154636454e-15      -5.989847118689e-16 
  722       2.626756781193e-10       4.646937527987e-12      -1.676862450190e-11       0.000000000000e+00       2.053976218930e-14       5.408963167167e-15      -5.955183365988e-16 
  723       2.637066896863e-10       4.620992298040e-12      -1.689132456810e-11       0.000000000000e+00       2.043516343393e-14       5.415484174539e-15      -5.919990562764e-16 
  724       2.647492381576e-10       4.594451719728e-12      -1.700990895125e-11       0.000000000000e+00       2.033123931141e-14       5.421713823759e-15      -5.884289185274e-16 
  725       2.658027889559e-10       4.567327992529e-12      -1.712431463540e-11       0.000000000000e+00       2.022798401671e-14       5.427648256771e-15      -5.848099960971e-16 
  726       2.668668009600e-10       4.539633482768e-12      -1.723447821523e-11       0.000000000000e+00       2.012539159908e-14       5.433283592205e-15      -5.811443869397e-16 
  727       2.679407264809e-10       4.511380724226e-12      -1.734033589503e-11       0.000000000000e+00       2.002345596131e-14       5.438615925329e-15      -5.774342143065e-16 
  728       2.690240112391e-10       4.482582418742e-12      -1.744182348779e-11       0.000000000000e+00       1.992217085921e-14       5.443641327979e-15      -5.736816268353e-16 
  729       2.701160943410e-10       4.453251436822e-12      -1.753887641415e-11       0.000000000000e+00       1.982152990095e-14       5.448355848507e-15      -5.698887986385e-16 
  730       2.712164082559e-10       4.423400818245e-12      -1.763142970147e-11       0.000000000000e+00       1.972152654642e-14       5.452755511720e-15      -5.660579293920e-16 
  731       2.723243787925e-10       4.393043772666e-12      -1.771941798284e-11       0.000000000000e+00       1.962215410666e-14       5.456836318817e-15      -5.621912444244e-16 
  732       2.734394250761e-10       4.362193680224e-12      -1.780277549607e-11       0.000000000000e+00       1.952340574320e-14       5.460594247335e-15      -5.582909948050e-16 
  733       2.745609595249e-10       4.330864092148e-12      -1.788143608278e-11       0.000000000000e+00       1.942527446747e-14       5.464025251085e-15      -5.543594574333e-16 
  734       2.756883878271e-10       4.299068731364e-12      -1.795533318734e-11       0.000000000000e+00       1.932775314015e-14       5.467125260097e-15      -5.503989351269e-16 
  735       2.768211089174e-10       4.266821493097e-12      -1.802439985596e-11       0.000000000000e+00       1.923083447056e-14       5.469890180556e-15      -5.464117567112e-16 
  736       2.779585149540e-10       4.234136445480e-12      -1.808856873566e-11       0.000000000000e+00       1.913451101609e-14       5.472315894745e-15      -5.424002771073e-16 
  737       2.790999912954e-10       4.201027830161e-12      -1.814777207333e-11       0.000000000000e+00       1.903877518149e-14       5.474398260987e-15      -5.383668774211e-16 
  738       2.802449164768e-10       4.167510062905e-12      -1.820194171474e-11       0.000000000000e+00       1.894361921832e-14       5.476133113582e-15      -5.343139650321e-16 
  739       2.813926927309e-10       4.133597700469e-12      -1.825102197425e-11       0.000000000000e+00       1.884903625170e-14       5.477516958296e-15      -5.302435516089e-16 
  740       2.825428382575e-10       4.099305339281e-12      -1.829500852478e-11       0.000000000000e+00       1.875502338405e-14       5.478549073987e-15      -5.261559778403e-16 
  741       2.836948967287e-10       4.064647715957e-12      -1.833391027346e-11       0.000000000000e+00       1.866157865138e-14       5.479229452340e-15      -5.220511637097e-16 
  742       2.848484068939e-10       4.029639741457e-12      -1.836773656235e-11       0.000000000000e+00       1.856870000106e-14       5.479558106170e-15      -5.179290282847e-16 
  743       2.860029025634e-10       3.994296501679e-12      -1.839649717026e-11       0.000000000000e+00       1.847638529142e-14       5.479535069523e-15      -5.137894897129e-16 
  744       2.871579125916e-10       3.958633258062e-12      -1.842020231459e-11       0.000000000000e+00       1.838463229136e-14       5.479160397758e-15      -5.096324652184e-16 
  745       2.883129608608e-10       3.922665448179e-12      -1.843886265317e-11       0.000000000000e+00       1.829343867997e-14       5.478434167652e-15      -5.054578710974e-16 
  746       2.894675662643e-10       3.886408686340e-12      -1.845248928613e-11       0.000000000000e+00       1.820280204612e-14       5.477356477483e-15      -5.012656227149e-16 
  747       2.906212426902e-10       3.849878764189e-12      -1.846109375771e-11       0.000000000000e+00       1.811271988805e-14       5.475927447131e-15      -4.970556345004e-16 
  748       2.917734990045e-10       3.813091651302e-12      -1.846468805817e-11       0.000000000000e+00       1.802318961303e-14       5.474147218168e-15      -4.928278199441e-16 
  749       2.929238390350e-10       3.776063495787e-12      -1.846328462555e-11       0.000000000000e+00       1.793420853691e-14       5.472015953949e-15      -4.885820915934e-16 
  750       2.940717615544e-10       3.738810624879e-12      -1.845689634757e-11       0.000000000000e+00       1.784577388375e-14       5.469533839709e-15      -4.843183610483e-16 
  751       2.952167602642e-10       3.701349545544e-12      -1.844553656348e-11       0.000000000000e+00       1.775788278542e-14       5.466701082656e-15      -4.800365389581e-16 
  752       2.963583237775e-10       3.663696945073e-12      -1.842921906587e-11       0.000000000000e+00       1.767053228124e-14       5.463517912062e-15      -4.757365350176e-16 
  753       2.974959356032e-10       3.625869691680e-12      -1.840795810255e-11       0.000000000000e+00       1.758371931752e-14       5.459984579356e-15      -4.714182579625e-16 
  754       2.986290741290e-10       3.587884835107e-12      -1.838176837838e-11       0.000000000000e+00       1.749744074723e-14       5.456101358222e-15      -4.670816155664e-16 
  755       2.997572126050e-10       3.549759607214e-12      -1.835066505710e-11       0.000000000000e+00       1.741169332956e-14       5.451868544685e-15      -4.627265146363e-16 
  756       3.008798191272e-10       3.511511422584e-12      -1.831466376322e-11       0.000000000000e+00       1.732647372956e-14       5.447286457211e-15      -4.583528610090e-16 
  757       3.019963566210e-10       3.473157879117e-12      -1.827378058381e-11       0.000000000000e+00       1.724177851773e-14       5.442355436797e-15      -4.539605595471e-16 
  758       3.031062828245e-10       3.434716758632e-12      -1.822803207040e-11       0.000000000000e+00       1.715760416962e-14       5.437075847062e-15      -4.495495141353e-16 
  759       3.042090502723e-10       3.396206027463e-12      -1.817743524079e-11       0.000000000000e+00       1.707394706545e-14       5.431448074346e-15      -4.451196276763e-16 
  760       3.053041062785e-10       3.357643837060e-12      -1.812200758090e-11       0.000000000000e+00       1.699080348972e-14       5.425472527798e-15      -4.406708020870e-16 
  761       3.063908929206e-10       3.319048524584e-12      -1.806176704662e-11       0.000000000000e+00       1.690816963079e-14       5.419149639474e-15      -4.362029382947e-16 
  762       3.074688470228e-10       3.280438613510e-12      -1.799673206568e-11       0.000000000000e+00       1.682604158051e-14       5.412479864423e-15      -4.317159362333e-16 
  763       3.085374001394e-10       3.241832814221e-12      -1.792692153944e-11       0.000000000000e+00       1.674441533381e-14       5.405463680789e-15      -4.272096948389e-16 
  764       3.095959785384e-10       3.203250024609e-12      -1.785235484479e-11       0.000000000000e+00       1.666328678835e-14       5.398101589898e-15      -4.226841120467e-16 
  765       3.106440031848e-10       3.164709330674e-12      -1.777305183597e-11       0.000000000000e+00       1.658265174404e-14       5.390394116355e-15      -4.181390847866e-16 
  766       3.116808897244e-10       3.126230007121e-12      -1.768903284642e-11       0.000000000000e+00       1.650250590274e-14       5.382341808133e-15      -4.135745089793e-16 
  767       3.127060484667e-10       3.087831517958e-12      -1.760031869063e-11       0.000000000000e+00       1.642284486780e-14       5.373945236671e-15      -4.089902795328e-16 
  768       3.137188843692e-10       3.049533517097e-12      -1.750693066596e-11       0.000000000000e+00       1.634366414370e-14       5.365204996964e-15      -4.043862903381e-16 
  769       3.147187970199e-10       3.011355848951e-12      -1.740889055453e-11       0.000000000000e+00       1.626495913564e-14       5.356121707657e-15      -3.997624342656e-16 
  770       3.157051806216e-10       2.973318549032e-12      -1.730622062505e-11       0.000000000000e+00       1.618672514917e-14       5.346696011141e-15      -3.951186031611e-16 
  771       3.166774239749e-10       2.935441844551e-12      -1.719894363462e-11       0.000000000000e+00       1.610895738975e-14       5.336928573640e-15      -3.904546878421e-16 
  772       3.176349104619e-10       2.897746155015e-12      -1.708708283066e-11       0.000000000000e+00       1.603165096241e-14       5.326820085311e-15      -3.857705780935e-16 
  773       3.185770180293e-10       2.860252092825e-12      -1.697066195267e-11       0.000000000000e+00       1.595480087132e-14       5.316371260332e-15      -3.810661626643e-16 
  774       3.195031191726e-10       2.822980463878e-12      -1.684970523415e-11       0.000000000000e+00       1.587840201940e-14       5.305582837000e-15      -3.763413292632e-16 
  775       3.204125809186e-10       2.785952268161e-12      -1.672423740438e-11       0.000000000000e+00       1.580244920796e-14       5.294455577820e-15      -3.715959645551e-16 
  776       3.213047648098e-10       2.749188700354e-12      -1.659428369033e-11       0.000000000000e+00       1.572693713624e-14       5.282990269600e-15      -3.668299541568e-16 
  777       3.221790268872e-10       2.712711150423e-12      -1.645986981845e-11       0.000000000000e+00       1.565186040109e-14       5.271187723546e-15      -3.620431826337e-16 
  778       3.230347872393e-10       2.676539478061e-12      -1.632102839951e-11       0.000000000000e+00       1.557721419423e-14       5.259049612614e-15      -3.572356959655e-16 
  779       3.238717401119e-10       2.640686799293e-12      -1.617781821072e-11       0.000000000000e+00       1.550299640932e-14       5.246581000619e-15      -3.524081922940e-16 
  780       3.246896477055e-10       2.605164603286e-12      -1.603030527883e-11       0.000000000000e+00       1.542920557362e-14       5.233787860737e-15      -3.475615403709e-16 
  781       3.254882709646e-10       2.569984469915e-12      -1.587855653308e-11       0.000000000000e+00       1.535584015365e-14       5.220676242806e-15      -3.426966179494e-16 
  782       3.262673695747e-10       2.535158070017e-12      -1.572263980828e-11       0.000000000000e+00       1.528289855491e-14       5.207252273577e-15      -3.378143118128e-16 
  783       3.270267019597e-10       2.500697165650e-12      -1.556262384790e-11       0.000000000000e+00       1.521037912161e-14       5.193522156981e-15      -3.329155178026e-16 
  784       3.277660252790e-10       2.466613610346e-12      -1.539857830724e-11       0.000000000000e+00       1.513828013646e-14       5.179492174379e-15      -3.280011408467e-16 
  785       3.284850954249e-10       2.432919349372e-12      -1.523057375646e-11       0.000000000000e+00       1.506659982037e-14       5.165168684830e-15      -3.230720949879e-16 
  786       3.291836670199e-10       2.399626419985e-12      -1.505868168377e-11       0.000000000000e+00       1.499533633221e-14       5.150558125342e-15      -3.181293034123e-16 
  787       3.298614934135e-10       2.366746951686e-12      -1.488297449849e-11       0.000000000000e+00       1.492448776857e-14       5.135667011139e-15      -3.131736984773e-16 
  788       3.305183266802e-10       2.334293166483e-12      -1.470352553414e-11       0.000000000000e+00       1.485405216348e-14       5.120501935911e-15      -3.082062217397e-16 
  789       3.311539176160e-10       2.302277379140e-12      -1.452040905162e-11       0.000000000000e+00       1.478402748816e-14       5.105069572083e-15      -3.032278239847e-16 
  790       3.317680157359e-10       2.270711997442e-12      -1.433370024227e-11       0.000000000000e+00       1.471441165078e-14       5.089376671065e-15      -2.982394652537e-16 
  791       3.323603692714e-10       2.239609522443e-12      -1.414347523097e-11       0.000000000000e+00       1.464520249619e-14       5.073430063516e-15      -2.932421148724e-16 
  792       3.329307251676e-10       2.208982548731e-12      -1.394981107929e-11       0.000000000000e+00       1.457639780567e-14       5.057236659604e-15      -2.882367514797e-16 
  793       3.334788290801e-10       2.178843764679e-12      -1.375278578857e-11       0.000000000000e+00       1.450799529665e-14       5.040803449259e-15      -2.832243630553e-16 
  794       3.340044253727e-10       2.149205952703e-12      -1.355247830303e-11       0.000000000000e+00       1.443999262251e-14       5.024137502440e-15      -2.782059469487e-16 
  795       3.345072571146e-10       2.120081989521e-12      -1.334896851290e-11       0.000000000000e+00       1.437238737226e-14       5.007245969388e-15      -2.731825099069e-16 
  796       3.349870660772e-10       2.091484846408e-12      -1.314233725752e-11       0.000000000000e+00       1.430517707035e-14       4.990136080887e-15      -2.681550681030e-16 
  797       3.354435927319e-10       2.063427589451e-12      -1.293266632842e-11       0.000000000000e+00       1.423835917634e-14       4.972815148523e-15      -2.631246471643e-16 
  798       3.358765762471e-10       2.035923379810e-12      -1.272003847248e-11       0.000000000000e+00       1.417193108471e-14       4.955290564944e-15      -2.580922822009e-16 
  799       3.362857544853e-10       2.008985473970e-12      -1.250453739502e-11       0.000000000000e+00       1.410589012457e-14       4.937569804118e-15      -2.530590178336e-16 
  800       3.366708640007e-10       1.982627224001e-12      -1.228624776288e-11       0.000000000000e+00       1.404023355941e-14       4.919660421591e-15      -2.480259082224e-16 
  801       3.370316400360e-10       1.956862077815e-12      -1.206525520758e-11       0.000000000000e+00       1.397495858685e-14       4.901570054748e-15      -2.429940170949e-16 
  802       3.373678165201e-10       1.931703579419e-12      -1.184164632838e-11       0.000000000000e+00       1.391006233837e-14       4.883306423071e-15      -2.379644177743e-16 
  803       3.376791260651e-10       1.907165369176e-12      -1.161550869544e-11       0.000000000000e+00       1.384554187909e-14       4.864877328400e-15      -2.329381932081e-16 
  804       3.379652999633e-10       1.883261184059e-12      -1.138693085287e-11       0.000000000000e+00       1.378139420747e-14       4.846290655186e-15      -2.279164359957e-16 
  805       3.382260681851e-10       1.860004857910e-12      -1.115600232191e-11       0.000000000000e+00       1.371761625507e-14       4.827554370759e-15      -2.229002484177e-16 
  806       3.384611593756e-10       1.837410321693e-12      -1.092281360397e-11       0.000000000000e+00       1.365420488632e-14       4.808676525579e-15      -2.178907424631e-16 
  807       3.386703008523e-10       1.815491603755e-12      -1.068745618379e-11       0.000000000000e+00       1.359115689821e-14       4.789665253500e-15      -2.128890398584e-16 
  808       3.388532186018e-10       1.794262830080e-12      -1.045002253254e-11       0.000000000000e+00       1.352846902011e-14       4.770528772026e-15      -2.078962720955e-16 
  809       3.390096372778e-10       1.773738224547e-12      -1.021060611088e-11       0.000000000000e+00       1.346613791343e-14       4.751275382573e-15      -2.029135804602e-16 
  810       3.391392801976e-10       1.753932109187e-12      -9.969301372157e-12       0.000000000000e+00       1.340416017142e-14       4.731913470725e-15      -1.979421160603e-16 
  811       3.392418693400e-10       1.734858904436e-12      -9.726203765442e-12       0.000000000000e+00       1.334253231892e-14       4.712451506495e-15      -1.929830398540e-16 
  812       3.393171253419e-10       1.716533129399e-12      -9.481409738672e-12       0.000000000000e+00       1.328125081206e-14       4.692898044583e-15      -1.880375226780e-16 
  813       3.393647674961e-10       1.698969402100e-12      -9.235016741753e-12       0.000000000000e+00       1.322031203803e-14       4.673261724637e-15      -1.831067452762e-16 
  814       3.393845137483e-10       1.682182439740e-12      -8.987123229667e-12       0.000000000000e+00       1.315971231483e-14       4.653551271509e-15      -1.781918983276e-16 
  815       3.393760806941e-10       1.666187058958e-12      -8.737828665588e-12       0.000000000000e+00       1.309944789101e-14       4.633775495514e-15      -1.732941824749e-16 
  816       3.393391835767e-10       1.650998176083e-12      -8.487233523983e-12       0.000000000000e+00       1.303951494540e-14       4.613943292695e-15      -1.684148083523e-16 
  817       3.392736015643e-10       1.636628427592e-12      -8.235435720970e-12       0.000000000000e+00       1.297991006794e-14       4.594061839858e-15      -1.635547870637e-16 
  818       3.391793748663e-10       1.623080984366e-12      -7.982519829179e-12       0.000000000000e+00       1.292063171191e-14       4.574131143841e-15      -1.587142974544e-16 
  819       3.390566111325e-10       1.610356609589e-12      -7.728567676405e-12       0.000000000000e+00       1.286167876713e-14       4.554149395399e-15      -1.538933075935e-16 
  820       3.389054205009e-10       1.598456026752e-12      -7.473661903376e-12       0.000000000000e+00       1.280305008109e-14       4.534114765535e-15      -1.490917832907e-16 
  821       3.387259156063e-10       1.587379919474e-12      -7.217885966221e-12       0.000000000000e+00       1.274474445872e-14       4.514025405433e-15      -1.443096880875e-16 
  822       3.385182115898e-10       1.577128931340e-12      -6.961324138935e-12       0.000000000000e+00       1.268676066230e-14       4.493879446393e-15      -1.395469832474e-16 
  823       3.382824261075e-10       1.567703665725e-12      -6.704061515853e-12       0.000000000000e+00       1.262909741124e-14       4.473674999768e-15      -1.348036277468e-16 
  824       3.380186793393e-10       1.559104685625e-12      -6.446184014112e-12       0.000000000000e+00       1.257175338192e-14       4.453410156896e-15      -1.300795782659e-16 
  825       3.377270939980e-10       1.551332513489e-12      -6.187778376123e-12       0.000000000000e+00       1.251472720754e-14       4.433082989035e-15      -1.253747891788e-16 
  826       3.374077953385e-10       1.544387631041e-12      -5.928932172035e-12       0.000000000000e+00       1.245801747793e-14       4.412691547301e-15      -1.206892125445e-16 
  827       3.370609111665e-10       1.538270479120e-12      -5.669733802210e-12       0.000000000000e+00       1.240162273937e-14       4.392233862600e-15      -1.160227980977e-16 
  828       3.366865718473e-10       1.532981457500e-12      -5.410272499682e-12       0.000000000000e+00       1.234554149447e-14       4.371707945564e-15      -1.113754932390e-16 
  829       3.362849103154e-10       1.528520924725e-12      -5.150638332632e-12       0.000000000000e+00       1.228977220194e-14       4.351111786485e-15      -1.067472430262e-16 
  830       3.358560620826e-10       1.524889197936e-12      -4.890922206853e-12       0.000000000000e+00       1.223431327647e-14       4.330443355251e-15      -1.021379901644e-16 
  831       3.354001652478e-10       1.522086552700e-12      -4.631215868220e-12       0.000000000000e+00       1.217916308852e-14       4.309700601280e-15      -9.754767499682e-17 
  832       3.349173605053e-10       1.520113222843e-12      -4.371611905154e-12       0.000000000000e+00       1.212431996418e-14       4.288881453457e-15      -9.297623549574e-17 
  833       3.344077911543e-10       1.518969400274e-12      -4.112203751095e-12       0.000000000000e+00       1.206978218501e-14       4.267983820064e-15      -8.842360725281e-17 
  834       3.338716031074e-10       1.518655234819e-12      -3.853085686967e-12       0.000000000000e+00       1.201554798782e-14       4.247005588720e-15      -8.388972346988e-17 
  835       3.333089449000e-10       1.519170834049e-12      -3.594352843646e-12       0.000000000000e+00       1.196161556455e-14       4.225944626315e-15      -7.937451494962e-17 
  836       3.327199676988e-10       1.520516263108e-12      -3.336101204430e-12       0.000000000000e+00       1.190798306209e-14       4.204798778941e-15      -7.487791008621e-17 
  837       3.321048253113e-10       1.522691544544e-12      -3.078427607504e-12       0.000000000000e+00       1.185464858208e-14       4.183565871833e-15      -7.039983485602e-17 
  838       3.314636741942e-10       1.525696658137e-12      -2.821429748411e-12       0.000000000000e+00       1.180161018079e-14       4.162243709297e-15      -6.594021280819e-17 
  839       3.307966734629e-10       1.529531540732e-12      -2.565206182519e-12       0.000000000000e+00       1.174886586891e-14       4.140830074650e-15      -6.149896505540e-17 
  840       3.301039849000e-10       1.534196086062e-12      -2.309856327488e-12       0.000000000000e+00       1.169641361141e-14       4.119322730156e-15      -5.707601026445e-17 
  841       3.293857729646e-10       1.539690144585e-12      -2.055480465739e-12       0.000000000000e+00       1.164425132735e-14       4.097719416953e-15      -5.267126464698e-17 
  842       3.286422048010e-10       1.546013523306e-12      -1.802179746923e-12       0.000000000000e+00       1.159237688971e-14       4.076017854998e-15      -4.828464195010e-17 
  843       3.278734502481e-10       1.553165985613e-12      -1.550056190385e-12       0.000000000000e+00       1.154078812523e-14       4.054215742994e-15      -4.391605344706e-17 
  844       3.270796818479e-10       1.561147251102e-12      -1.299212687638e-12       0.000000000000e+00       1.148948281426e-14       4.032310758328e-15      -3.956540792793e-17 
  845       3.262610748545e-10       1.569956995408e-12      -1.049753004825e-12       0.000000000000e+00       1.143845869055e-14       4.010300557007e-15      -3.523261169024e-17 
  846       3.254178072434e-10       1.579594850034e-12      -8.017817851936e-13       0.000000000000e+00       1.138771344110e-14       3.988182773592e-15      -3.091756852966e-17 
  847       3.245500597202e-10       1.590060402181e-12      -5.554045515566e-13       0.000000000000e+00       1.133724470600e-14       3.965955021130e-15      -2.662017973065e-17 
  848       3.236580157297e-10       1.601353194576e-12      -3.107277087657e-13       0.000000000000e+00       1.128705007824e-14       3.943614891094e-15      -2.234034405716e-17 
  849       3.227418614647e-10       1.613472725306e-12      -6.785854617693e-14       0.000000000000e+00       1.123712710358e-14       3.921159953314e-15      -1.807795774324e-17 
  850       3.218017858752e-10       1.626418447639e-12       1.730947598804e-13       0.000000000000e+00       1.118747328033e-14       3.898587755913e-15      -1.383291448372e-17 
  851       3.208379806770e-10       1.640189769862e-12       4.120231436363e-13       0.000000000000e+00       1.113808605919e-14       3.875895825243e-15      -9.605105424921e-18 
  852       3.198506403613e-10       1.654786055105e-12       6.488166474115e-13       0.000000000000e+00       1.108896284314e-14       3.853081665819e-15      -5.394419155250e-18 
  853       3.188399622028e-10       1.670206621173e-12       8.833644191499e-13       0.000000000000e+00       1.104010098719e-14       3.830142760252e-15      -1.200741695905e-18 
  854       3.178061462695e-10       1.686450740374e-12       1.115554709950e-12       0.000000000000e+00       1.099149779825e-14       3.807076569187e-15       2.976043508471e-18 
  855       3.167493954310e-10       1.703517639349e-12       1.345274871599e-12       0.000000000000e+00       1.094315053497e-14       3.783880531237e-15       7.136055599129e-18 
  856       3.156699408435e-10       1.721404911474e-12       1.572422378468e-12       0.000000000000e+00       1.089505674402e-14       3.760553226476e-15       1.127927086787e-17 
  857       3.145681188604e-10       1.740103724733e-12       1.796938104218e-12       0.000000000000e+00       1.084721527564e-14       3.737097888803e-15       1.540508371379e-17 
  858       3.134442954509e-10       1.759603531789e-12       2.018773607645e-12       0.000000000000e+00       1.079962528509e-14       3.713518953343e-15       1.951273821834e-17 
  859       3.122988408560e-10       1.779893649579e-12       2.237880159073e-12       0.000000000000e+00       1.075228589760e-14       3.689820898443e-15       2.360147289717e-17 
  860       3.111321296025e-10       1.800963258882e-12       2.454208739691e-12       0.000000000000e+00       1.070519620831e-14       3.666008245792e-15       2.767052068559e-17 
  861       3.099445405149e-10       1.822801403887e-12       2.667710040886e-12       0.000000000000e+00       1.065835528210e-14       3.642085560551e-15       3.171910892417e-17 
  862       3.087364567298e-10       1.845396991766e-12       2.878334463580e-12       0.000000000000e+00       1.061176215353e-14       3.618057451477e-15       3.574645934427e-17 
  863       3.075082657082e-10       1.868738792244e-12       3.086032117564e-12       0.000000000000e+00       1.056541582666e-14       3.593928571046e-15       3.975178805358e-17 
  864       3.062603592488e-10       1.892815437164e-12       3.290752820835e-12       0.000000000000e+00       1.051931527501e-14       3.569703615583e-15       4.373430552165e-17 
  865       3.049931335013e-10       1.917615420063e-12       3.492446098931e-12       0.000000000000e+00       1.047345944140e-14       3.545387325380e-15       4.769321656548e-17 
  866       3.037069889797e-10       1.943127095737e-12       3.691061184263e-12       0.000000000000e+00       1.042784723782e-14       3.520984484829e-15       5.162772033501e-17 
  867       3.024023305747e-10       1.969338679811e-12       3.886547015457e-12       0.000000000000e+00       1.038247754537e-14       3.496499922543e-15       5.553701029871e-17 
  868       3.010795675676e-10       1.996238248314e-12       4.078852236683e-12       0.000000000000e+00       1.033734921410e-14       3.471938511479e-15       5.942027422909e-17 
  869       2.997391136433e-10       2.023813737241e-12       4.267925196992e-12       0.000000000000e+00       1.029246106292e-14       3.447305169070e-15       6.327669418828e-17 
  870       2.983813869029e-10       2.052052942130e-12       4.453713949656e-12       0.000000000000e+00       1.024781187949e-14       3.422604857344e-15       6.710544651354e-17 
  871       2.970068098775e-10       2.080943517626e-12       4.636166251494e-12       0.000000000000e+00       1.020340042006e-14       3.397842583053e-15       7.090570180282e-17 
  872       2.956158095410e-10       2.110472977053e-12       4.815229562218e-12       0.000000000000e+00       1.015922540941e-14       3.373023397793e-15       7.467662490030e-17 
  873       2.942088173231e-10       2.140628691986e-12       4.990851043760e-12       0.000000000000e+00       1.011528554073e-14       3.348152398138e-15       7.841737488196e-17 
  874       2.927862691229e-10       2.171397891817e-12       5.162977559612e-12       0.000000000000e+00       1.007157947546e-14       3.323234725757e-15       8.212710504109e-17 
  875       2.913486053215e-10       2.202767663327e-12       5.331555674158e-12       0.000000000000e+00       1.002810584323e-14       3.298275567543e-15       8.580496287384e-17 
  876       2.898962707955e-10       2.234724950255e-12       5.496531652012e-12       0.000000000000e+00       9.984863241705e-15       3.273280155737e-15       8.945009006479e-17 
  877       2.884297149301e-10       2.267256552868e-12       5.657851457354e-12       0.000000000000e+00       9.941850236505e-15       3.248253768056e-15       9.306162247247e-17 
  878       2.869493916318e-10       2.300349127529e-12       5.815460753262e-12       0.000000000000e+00       9.899065361062e-15       3.223201727812e-15       9.663869011491e-17 
  879       2.854557593423e-10       2.333989186272e-12       5.969304901049e-12       0.000000000000e+00       9.856507116524e-15       3.198129404046e-15       1.001804171552e-16 
  880       2.839492810510e-10       2.368163096364e-12       6.119328959600e-12       0.000000000000e+00       9.814173971630e-15       3.173042211646e-15       1.036859218870e-16 
  881       2.824304243083e-10       2.402857079882e-12       6.265477684705e-12       0.000000000000e+00       9.772064362603e-15       3.147945611472e-15       1.071543167201e-16 
  882       2.808996612389e-10       2.438057213278e-12       6.407695528394e-12       0.000000000000e+00       9.730176693032e-15       3.122845110490e-15       1.105847081661e-16 
  883       2.793574685546e-10       2.473749426950e-12       6.545926638275e-12       0.000000000000e+00       9.688509333758e-15       3.097746261885e-15       1.139761968236e-16 
  884       2.778043275680e-10       2.509919504813e-12       6.680114856867e-12       0.000000000000e+00       9.647060622763e-15       3.072654665197e-15       1.173278773641e-16 
  885       2.762407242049e-10       2.546553083868e-12       6.810203720938e-12       0.000000000000e+00       9.605828865051e-15       3.047575966437e-15       1.206388385174e-16 
  886       2.746671490180e-10       2.583635653771e-12       6.936136460835e-12       0.000000000000e+00       9.564812332535e-15       3.022515858222e-15       1.239081630573e-16 
