# Matter power spectrum P(k) at redshift z=99
# for k=1.04775e-05 to 67.6233 h/Mpc,
# number of wavenumbers equal to 246
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.047750691046e-05       7.261949428582e-03 
       1.131335172503e-05       7.820356363657e-03 
       1.221587619537e-05       8.421701344167e-03 
       1.319039970183e-05       9.069285289814e-03 
       1.424266597921e-05       9.766667950335e-03 
       1.537887696968e-05       1.051767156102e-02 
       1.660572937635e-05       1.132642520106e-02 
       1.793045413292e-05       1.219736922908e-02 
       1.936085902198e-05       1.313528154907e-02 
       2.090537469327e-05       1.414531403388e-02 
       2.257310435294e-05       1.523301182444e-02 
       2.437387741694e-05       1.640434493541e-02 
       2.631830744443e-05       1.766574640522e-02 
       2.841785469300e-05       1.902414347193e-02 
       3.068489366414e-05       2.048699008129e-02 
       3.313278603720e-05       2.206232036499e-02 
       3.577595942169e-05       2.375877958088e-02 
       3.862999239199e-05       2.558568366414e-02 
       4.171170630578e-05       2.755306041258e-02 
       4.503926444729e-05       2.967170803883e-02 
       4.863227907969e-05       3.195326160437e-02 
       5.251192703764e-05       3.441023929866e-02 
       5.670107454120e-05       3.705612752849e-02 
       6.122441196689e-05       3.990545482074e-02 
       6.610859936996e-05       4.297385285747e-02 
       7.138242361596e-05       4.627816147099e-02 
       7.707696804727e-05       4.983651252899e-02 
       8.322579568497e-05       5.366843143311e-02 
       8.986514704559e-05       5.779493767374e-02 
       9.703415373875e-05       6.223867118619e-02 
       1.047750691046e-04       6.702400178688e-02 
       1.131335172503e-04       7.217716857722e-02 
       1.221587619537e-04       7.772642523783e-02 
       1.319039970183e-04       8.370218773510e-02 
       1.424266597921e-04       9.013719744983e-02 
       1.537887696968e-04       9.706670258965e-02 
       1.660572937635e-04       1.045286500237e-01 
       1.793045413292e-04       1.125638722997e-01 
       1.936085902198e-04       1.212163239996e-01 
       2.090537469327e-04       1.305333033004e-01 
       2.257310435294e-04       1.405657025033e-01 
       2.437387741694e-04       1.513682805822e-01 
       2.631830744443e-04       1.629999343063e-01 
       2.841785469300e-04       1.755240106382e-01 
       3.068489366414e-04       1.890086254725e-01 
       3.313278603720e-04       2.035269979172e-01 
       3.577595942169e-04       2.191578197139e-01 
       3.862999239199e-04       2.359856282468e-01 
       4.171170630578e-04       2.541012042177e-01 
       4.503926444729e-04       2.736019885005e-01 
       4.863227907969e-04       2.945925112716e-01 
       5.251192703764e-04       3.171848374549e-01 
       5.670107454121e-04       3.414990163880e-01 
       6.122441196689e-04       3.676635364277e-01 
       6.610859936996e-04       3.958157745181e-01 
       7.138242361596e-04       4.261024315222e-01 
       7.707696804727e-04       4.586799328863e-01 
       8.322579568497e-04       4.937147978913e-01 
       8.986514704559e-04       5.313839145874e-01 
       9.703415373875e-04       5.718747569552e-01 
       1.047750691046e-03       6.153854302539e-01 
       1.131335172503e-03       6.621245755530e-01 
       1.221587619537e-03       7.123110255593e-01 
       1.319039970183e-03       7.661731713822e-01 
       1.424266597921e-03       8.239556543427e-01 
       1.537887696968e-03       8.859019228387e-01 
       1.660572937635e-03       9.522591504237e-01 
       1.793045413292e-03       1.023279674540e+00 
       1.936085902198e-03       1.099214674435e+00 
       2.090537469327e-03       1.180309592803e+00 
       2.257310435294e-03       1.266798257102e+00 
       2.437387741694e-03       1.358895561591e+00 
       2.631830744443e-03       1.456788753023e+00 
       2.841785469300e-03       1.560626603796e+00 
       3.068489366414e-03       1.670507138148e+00 
       3.313278603720e-03       1.786463315131e+00 
       3.577595942169e-03       1.908446500728e+00 
       3.862999239199e-03       2.036309816403e+00 
       4.171170630578e-03       2.169788977966e+00 
       4.503926444729e-03       2.308484670587e+00 
       4.863227907969e-03       2.451845881259e+00 
       5.251192703764e-03       2.599155196762e+00 
       5.670107454120e-03       2.749520996945e+00 
       6.122441196689e-03       2.901873142328e+00 
       6.610859936996e-03       3.054969149672e+00 
       7.138242361596e-03       3.207404650818e+00 
       7.707696804727e-03       3.357630253689e+00 
       8.322579568496e-03       3.503972642053e+00 
       8.986514704559e-03       3.644638007436e+00 
       9.703415373875e-03       3.777724047796e+00 
       1.047750691046e-02       3.901189446331e+00 
       1.131335172503e-02       4.012825337249e+00 
       1.221587619537e-02       4.110207708790e+00 
       1.319039970183e-02       4.190678794029e+00 
       1.424266597920e-02       4.251384077305e+00 
       1.537887696964e-02       4.289332420124e+00 
       1.660572937560e-02       4.301577705859e+00 
       1.793045412207e-02       4.285373338306e+00 
       1.936085889642e-02       4.238357944484e+00 
       2.090537351881e-02       4.158706973526e+00 
       2.257309534705e-02       4.045349121836e+00 
       2.437382002240e-02       3.898273390959e+00 
       2.631799943729e-02       3.718848522136e+00 
       2.841644544598e-02       3.510155983775e+00 
       3.067933354524e-02       3.277124437740e+00 
       3.311368469821e-02       3.026792671751e+00 
       3.571840442514e-02       2.768230731081e+00 
       3.847720347390e-02       2.512206458728e+00 
       4.135335537314e-02       2.269652806658e+00 
       4.429361666563e-02       2.049323611447e+00 
       4.724366437916e-02       1.855660439900e+00 
       5.016480834039e-02       1.688433792494e+00 
       5.303989618930e-02       1.544162195999e+00 
       5.586870668205e-02       1.417995610062e+00 
       5.866042679206e-02       1.305161553295e+00 
       6.142798931504e-02       1.201458191629e+00 
       6.418496438662e-02       1.103477939830e+00 
       6.694418832236e-02       1.008658267035e+00 
       6.971731104453e-02       9.152223315376e-01 
       7.251476154108e-02       8.222020529013e-01 
       7.534587669814e-02       7.293645417450e-01 
       7.821907664495e-02       6.371630897344e-01 
       8.114203771084e-02       5.466532108640e-01 
       8.412184533139e-02       4.593178643119e-01 
       8.716512277352e-02       3.768811347908e-01 
       9.027813693913e-02       3.011009235587e-01 
       9.346688429613e-02       2.335071783728e-01 
       9.673716026122e-02       1.752064942580e-01 
       1.000946150608e-01       1.267206118212e-01 
       1.035447986307e-01       8.794948486326e-02 
       1.070931966524e-01       5.820436337313e-02 
       1.107452594180e-01       3.635867778996e-02 
       1.145064248899e-01       2.104162666738e-02 
       1.183821370656e-01       1.085315922114e-02 
       1.223778605591e-01       4.544049977080e-03 
       1.264990921707e-01       1.141407564053e-03 
       1.307513701078e-01       4.701310361569e-06 
       1.351402814485e-01       8.131575155031e-04 
       1.396714683894e-01       3.485369696105e-03 
       1.443506337875e-01       8.034065429854e-03 
       1.491835464900e-01       1.437019023553e-02 
       1.541760469368e-01       2.210445341477e-02 
       1.593340535209e-01       3.042731800913e-02 
       1.646635701934e-01       3.816736646440e-02 
       1.701706958081e-01       4.406207044146e-02 
       1.758616357070e-01       4.716197630791e-02 
       1.817427160581e-01       4.716752933393e-02 
       1.878204014651e-01       4.445493741573e-02 
       1.941013163855e-01       3.998163814505e-02 
       2.005922709060e-01       3.481093788636e-02 
       2.073002914514e-01       2.965743216042e-02 
       2.142326570343e-01       2.475660893246e-02 
       2.213969417044e-01       2.003752932046e-02 
       2.288010639201e-01       1.536399072036e-02 
       2.364533436625e-01       1.074070304901e-02 
       2.443625682390e-01       6.466072203428e-03 
       2.525380678946e-01       3.058766069400e-03 
       2.609898025770e-01       9.144149740947e-04 
       2.697284614969e-01       5.236810847475e-05 
       2.787655775073e-01       1.502885189709e-04 
       2.881136588192e-01       7.848044380558e-04 
       2.977863412019e-01       1.662098912101e-03 
       3.077985646248e-01       2.614446071051e-03 
       3.181667793367e-01       3.486023032238e-03 
       3.289091877084e-01       4.054171080920e-03 
       3.400460298905e-01       4.111207726545e-03 
       3.515999235695e-01       3.646470005153e-03 
       3.635962710278e-01       2.848329164729e-03 
       3.760637505499e-01       1.970450021317e-03 
       3.890349143014e-01       1.168922279885e-03 
       4.025469215929e-01       5.327053274564e-04 
       4.166424455447e-01       1.320577464039e-04 
       4.313708034899e-01       2.260849640677e-07 
       4.467893781976e-01       7.820996428928e-05 
       4.629654198623e-01       2.478818258679e-04 
       4.799783500912e-01       4.013134998928e-04 
       4.979227318246e-01       4.658796419778e-04 
       5.169121269689e-01       4.093928146515e-04 
