# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  733       2.746661047120e-10       4.249577925009e-12      -1.714669669352e-11       1.143794685232e-14       1.942527446747e-14       5.464025251085e-15      -5.543594574333e-16 
  734       2.757153598402e-10       4.219555429350e-12      -1.721314273170e-11       1.145260528174e-14       1.932775314015e-14       5.467125260097e-15      -5.503989351269e-16 
  735       2.767690232372e-10       4.189121619415e-12      -1.727501000449e-11       1.146739744314e-14       1.923083447056e-14       5.469890180556e-15      -5.464117567112e-16 
  736       2.778265132304e-10       4.158290179390e-12      -1.733223755326e-11       1.148232248882e-14       1.913451101609e-14       5.472315894745e-15      -5.424002771073e-16 
  737       2.788872416722e-10       4.127074960566e-12      -1.738476407050e-11       1.149737955179e-14       1.903877518149e-14       5.474398260987e-15      -5.383668774211e-16 
  738       2.799506139172e-10       4.095489981915e-12      -1.743252789897e-11       1.151256774570e-14       1.894361921832e-14       5.476133113582e-15      -5.343139650321e-16 
  739       2.810160599241e-10       4.063549319373e-12      -1.747547908598e-11       1.152788586292e-14       1.884903625170e-14       5.477516958296e-15      -5.302435516089e-16 
  740       2.820831282787e-10       4.031266770091e-12      -1.751361580881e-11       1.154333146239e-14       1.875502338405e-14       5.478549073987e-15      -5.261559778403e-16 
  741       2.831513939826e-10       3.998656182703e-12      -1.754694866656e-11       1.155890176366e-14       1.866157865138e-14       5.479229452340e-15      -5.220511637097e-16 
  742       2.842204274827e-10       3.965731568597e-12      -1.757548869203e-11       1.157459394686e-14       1.856870000106e-14       5.479558106170e-15      -5.179290282847e-16 
  743       2.852897946560e-10       3.932507102462e-12      -1.759924735355e-11       1.159040515261e-14       1.847638529142e-14       5.479535069523e-15      -5.137894897129e-16 
  744       2.863590567939e-10       3.898997122853e-12      -1.761823655676e-11       1.160633248186e-14       1.838463229136e-14       5.479160397758e-15      -5.096324652184e-16 
  745       2.874277705873e-10       3.865216132746e-12      -1.763246864645e-11       1.162237299574e-14       1.829343867997e-14       5.478434167652e-15      -5.054578710974e-16 
  746       2.884954881112e-10       3.831178800093e-12      -1.764195640839e-11       1.163852371544e-14       1.820280204612e-14       5.477356477483e-15      -5.012656227149e-16 
  747       2.895617568094e-10       3.796899958385e-12      -1.764671307114e-11       1.165478162202e-14       1.811271988805e-14       5.475927447131e-15      -4.970556345004e-16 
  748       2.906261194794e-10       3.762394607203e-12      -1.764675230787e-11       1.167114365630e-14       1.802318961303e-14       5.474147218168e-15      -4.928278199441e-16 
  749       2.916881142569e-10       3.727677912782e-12      -1.764208823816e-11       1.168760671870e-14       1.793420853691e-14       5.472015953949e-15      -4.885820915934e-16 
  750       2.927472746007e-10       3.692765208562e-12      -1.763273542986e-11       1.170416766911e-14       1.784577388375e-14       5.469533839709e-15      -4.843183610483e-16 
  751       2.938031292774e-10       3.657671995753e-12      -1.761870890088e-11       1.172082332672e-14       1.775788278542e-14       5.466701082656e-15      -4.800365389581e-16 
  752       2.948552023461e-10       3.622413943883e-12      -1.760002412100e-11       1.173757046990e-14       1.767053228124e-14       5.463517912062e-15      -4.757365350176e-16 
  753       2.959030131431e-10       3.587006891365e-12      -1.757669701373e-11       1.175440583603e-14       1.758371931752e-14       5.459984579356e-15      -4.714182579625e-16 
  754       2.969460762667e-10       3.551466846048e-12      -1.754874395807e-11       1.177132612137e-14       1.749744074723e-14       5.456101358222e-15      -4.670816155664e-16 
  755       2.979839015619e-10       3.515809985779e-12      -1.751618179041e-11       1.178832798092e-14       1.741169332956e-14       5.451868544685e-15      -4.627265146363e-16 
  756       2.990159941051e-10       3.480052658954e-12      -1.747902780626e-11       1.180540802827e-14       1.732647372956e-14       5.447286457211e-15      -4.583528610090e-16 
  757       3.000418541891e-10       3.444211385083e-12      -1.743729976212e-11       1.182256283544e-14       1.724177851773e-14       5.442355436797e-15      -4.539605595471e-16 
  758       3.010609773073e-10       3.408302855345e-12      -1.739101587732e-11       1.183978893274e-14       1.715760416962e-14       5.437075847062e-15      -4.495495141353e-16 
  759       3.020728541388e-10       3.372343933140e-12      -1.734019483577e-11       1.185708280866e-14       1.707394706545e-14       5.431448074346e-15      -4.451196276763e-16 
  760       3.030769705333e-10       3.336351654657e-12      -1.728485578785e-11       1.187444090967e-14       1.699080348972e-14       5.425472527798e-15      -4.406708020870e-16 
  761       3.040728074953e-10       3.300343229420e-12      -1.722501835217e-11       1.189185964011e-14       1.690816963079e-14       5.419149639474e-15      -4.362029382947e-16 
  762       3.050598411693e-10       3.264336040855e-12      -1.716070261745e-11       1.190933536204e-14       1.682604158051e-14       5.412479864423e-15      -4.317159362333e-16 
  763       3.060375428243e-10       3.228347646842e-12      -1.709192914428e-11       1.192686439506e-14       1.674441533381e-14       5.405463680789e-15      -4.272096948389e-16 
  764       3.070053788386e-10       3.192395780274e-12      -1.701871896699e-11       1.194444301624e-14       1.666328678835e-14       5.398101589898e-15      -4.226841120467e-16 
  765       3.079628106847e-10       3.156498349614e-12      -1.694109359541e-11       1.196206745990e-14       1.658265174404e-14       5.390394116355e-15      -4.181390847866e-16 
  766       3.089092949136e-10       3.120673439456e-12      -1.685907501677e-11       1.197973391750e-14       1.650250590274e-14       5.382341808133e-15      -4.135745089793e-16 
  767       3.098442831398e-10       3.084939311075e-12      -1.677268569743e-11       1.199743853749e-14       1.642284486780e-14       5.373945236671e-15      -4.089902795328e-16 
  768       3.107672220263e-10       3.049314402992e-12      -1.668194858478e-11       1.201517742516e-14       1.634366414370e-14       5.365204996964e-15      -4.043862903381e-16 
  769       3.116775532689e-10       3.013817331527e-12      -1.658688710900e-11       1.203294664250e-14       1.626495913564e-14       5.356121707657e-15      -3.997624342656e-16 
  770       3.125747135809e-10       2.978466891360e-12      -1.648752518490e-11       1.205074220806e-14       1.618672514917e-14       5.346696011141e-15      -3.951186031611e-16 
  771       3.134581346784e-10       2.943282056083e-12      -1.638388721375e-11       1.206856009679e-14       1.610895738975e-14       5.336928573640e-15      -3.904546878421e-16 
  772       3.143272432643e-10       2.908281978764e-12      -1.627599808509e-11       1.208639623989e-14       1.603165096241e-14       5.326820085311e-15      -3.857705780935e-16 
  773       3.151814610136e-10       2.873485992500e-12      -1.616388317855e-11       1.210424652471e-14       1.595480087132e-14       5.316371260332e-15      -3.810661626643e-16 
  774       3.160202045578e-10       2.838913610976e-12      -1.604756836566e-11       1.212210679454e-14       1.587840201940e-14       5.305582837000e-15      -3.763413292632e-16 
  775       3.168428854699e-10       2.804584529022e-12      -1.592708001168e-11       1.213997284850e-14       1.580244920796e-14       5.294455577820e-15      -3.715959645551e-16 
  776       3.176489102487e-10       2.770518623172e-12      -1.580244497743e-11       1.215784044141e-14       1.572693713624e-14       5.282990269600e-15      -3.668299541568e-16 
  777       3.184376803043e-10       2.736735952218e-12      -1.567369062107e-11       1.217570528361e-14       1.565186040109e-14       5.271187723546e-15      -3.620431826337e-16 
  778       3.192086582390e-10       2.703255079724e-12      -1.554085040738e-11       1.219356319751e-14       1.557721419423e-14       5.259049612614e-15      -3.572356959655e-16 
  779       3.199615680886e-10       2.670088005918e-12      -1.540398084705e-11       1.221141059075e-14       1.550299640932e-14       5.246581000619e-15      -3.524081922940e-16 
  780       3.206961988061e-10       2.637245141860e-12      -1.526314487864e-11       1.222924399158e-14       1.542920557362e-14       5.233787860737e-15      -3.475615403709e-16 
  781       3.214123383031e-10       2.604736979106e-12      -1.511840629287e-11       1.224705989297e-14       1.535584015365e-14       5.220676242806e-15      -3.426966179494e-16 
  782       3.221097734476e-10       2.572574089932e-12      -1.496982973553e-11       1.226485475239e-14       1.528289855491e-14       5.207252273577e-15      -3.378143118128e-16 
  783       3.227882900617e-10       2.540767127558e-12      -1.481748071044e-11       1.228262499179e-14       1.521037912161e-14       5.193522156981e-15      -3.329155178026e-16 
  784       3.234476729195e-10       2.509326826378e-12      -1.466142558235e-11       1.230036699740e-14       1.513828013646e-14       5.179492174379e-15      -3.280011408467e-16 
  785       3.240877057448e-10       2.478264002178e-12      -1.450173157988e-11       1.231807711970e-14       1.506659982037e-14       5.165168684830e-15      -3.230720949879e-16 
  786       3.247081712095e-10       2.447589552369e-12      -1.433846679848e-11       1.233575167323e-14       1.499533633221e-14       5.150558125342e-15      -3.181293034123e-16 
  787       3.253088509309e-10       2.417314456204e-12      -1.417170020331e-11       1.235338693652e-14       1.492448776857e-14       5.135667011139e-15      -3.131736984773e-16 
  788       3.258895254696e-10       2.387449775013e-12      -1.400150163219e-11       1.237097915197e-14       1.485405216348e-14       5.120501935911e-15      -3.082062217397e-16 
  789       3.264499743278e-10       2.358006652418e-12      -1.382794179854e-11       1.238852452572e-14       1.478402748816e-14       5.105069572083e-15      -3.032278239847e-16 
  790       3.269899759467e-10       2.328996314565e-12      -1.365109229429e-11       1.240601922756e-14       1.471441165078e-14       5.089376671065e-15      -2.982394652537e-16 
  791       3.275093077046e-10       2.300430070349e-12      -1.347102559284e-11       1.242345939079e-14       1.464520249619e-14       5.073430063516e-15      -2.932421148724e-16 
  792       3.280077459146e-10       2.272319311635e-12      -1.328781505195e-11       1.244084111212e-14       1.457639780567e-14       5.057236659604e-15      -2.882367514797e-16 
  793       3.284850658226e-10       2.244675513487e-12      -1.310153491670e-11       1.245816045156e-14       1.450799529665e-14       5.040803449259e-15      -2.832243630553e-16 
  794       3.289410416052e-10       2.217510234392e-12      -1.291226032240e-11       1.247541343229e-14       1.443999262251e-14       5.024137502440e-15      -2.782059469487e-16 
  795       3.293754463674e-10       2.190835116485e-12      -1.272006729754e-11       1.249259604055e-14       1.437238737226e-14       5.007245969388e-15      -2.731825099069e-16 
  796       3.297880521404e-10       2.164661885774e-12      -1.252503276670e-11       1.250970422556e-14       1.430517707035e-14       4.990136080887e-15      -2.681550681030e-16 
  797       3.301786298797e-10       2.139002352367e-12      -1.232723455348e-11       1.252673389934e-14       1.423835917634e-14       4.972815148523e-15      -2.631246471643e-16 
  798       3.305469494629e-10       2.113868410694e-12      -1.212675138346e-11       1.254368093664e-14       1.417193108471e-14       4.955290564944e-15      -2.580922822009e-16 
  799       3.308927796875e-10       2.089272039737e-12      -1.192366288707e-11       1.256054117485e-14       1.410589012457e-14       4.937569804118e-15      -2.530590178336e-16 
  800       3.312158882685e-10       2.065225303250e-12      -1.171804960258e-11       1.257731041380e-14       1.404023355941e-14       4.919660421591e-15      -2.480259082224e-16 
  801       3.315160418369e-10       2.041740349987e-12      -1.150999297902e-11       1.259398441575e-14       1.397495858685e-14       4.901570054748e-15      -2.429940170949e-16 
  802       3.317930059369e-10       2.018829413928e-12      -1.129957537906e-11       1.261055890519e-14       1.391006233837e-14       4.883306423071e-15      -2.379644177743e-16 
  803       3.320465450242e-10       1.996504814502e-12      -1.108688008198e-11       1.262702956877e-14       1.384554187909e-14       4.864877328400e-15      -2.329381932081e-16 
  804       3.322764224636e-10       1.974778956813e-12      -1.087199128663e-11       1.264339205518e-14       1.378139420747e-14       4.846290655186e-15      -2.279164359957e-16 
  805       3.324824005270e-10       1.953664331867e-12      -1.065499411427e-11       1.265964197504e-14       1.371761625507e-14       4.827554370759e-15      -2.229002484177e-16 
  806       3.326642403912e-10       1.933173516795e-12      -1.043597461159e-11       1.267577490075e-14       1.365420488632e-14       4.808676525579e-15      -2.178907424631e-16 
  807       3.328217021357e-10       1.913319175078e-12      -1.021501975358e-11       1.269178636644e-14       1.359115689821e-14       4.789665253500e-15      -2.128890398584e-16 
  808       3.329545447408e-10       1.894114056775e-12      -9.992217446509e-12       1.270767186780e-14       1.352846902011e-14       4.770528772026e-15      -2.078962720955e-16 
  809       3.330625260852e-10       1.875570998746e-12      -9.767656530797e-12       1.272342686197e-14       1.346613791343e-14       4.751275382573e-15      -2.029135804602e-16 
  810       3.331454029440e-10       1.857702924876e-12      -9.541426783988e-12       1.273904676746e-14       1.340416017142e-14       4.731913470725e-15      -1.979421160603e-16 
  811       3.332029309863e-10       1.840522846305e-12      -9.313618923665e-12       1.275452696402e-14       1.334253231892e-14       4.712451506495e-15      -1.929830398540e-16 
  812       3.332348647736e-10       1.824043861647e-12      -9.084324610381e-12       1.276986279252e-14       1.328125081206e-14       4.692898044583e-15      -1.880375226780e-16 
  813       3.332409577570e-10       1.808279157221e-12      -8.853636450584e-12       1.278504955481e-14       1.322031203803e-14       4.673261724637e-15      -1.831067452762e-16 
  814       3.332209622756e-10       1.793242007271e-12      -8.621647999555e-12       1.280008251367e-14       1.315971231483e-14       4.653551271509e-15      -1.781918983276e-16 
  815       3.331746295542e-10       1.778945774197e-12      -8.388453764330e-12       1.281495689264e-14       1.309944789101e-14       4.633775495514e-15      -1.732941824749e-16 
  816       3.331017097009e-10       1.765403908773e-12      -8.154149206632e-12       1.282966787594e-14       1.303951494540e-14       4.613943292695e-15      -1.684148083523e-16 
  817       3.330020117750e-10       1.752627734888e-12      -7.918826973500e-12       1.284421111518e-14       1.297991006794e-14       4.594061839858e-15      -1.635547870637e-16 
  818       3.328755851705e-10       1.740619759897e-12      -7.682565509430e-12       1.285858425980e-14       1.292063171191e-14       4.574131143841e-15      -1.587142974544e-16 
  819       3.327225414681e-10       1.729380245223e-12      -7.445440246629e-12       1.287278545378e-14       1.286167876713e-14       4.554149395399e-15      -1.538933075935e-16 
  820       3.325429946678e-10       1.718909410844e-12      -7.207527361130e-12       1.288681283119e-14       1.280305008109e-14       4.534114765535e-15      -1.490917832907e-16 
  821       3.323370611975e-10       1.709207435127e-12      -6.968903775049e-12       1.290066451619e-14       1.274474445872e-14       4.514025405433e-15      -1.443096880875e-16 
  822       3.321048599215e-10       1.700274454652e-12      -6.729647158832e-12       1.291433862304e-14       1.268676066230e-14       4.493879446393e-15      -1.395469832474e-16 
  823       3.318465121495e-10       1.692110564038e-12      -6.489835933512e-12       1.292783325601e-14       1.262909741124e-14       4.473674999768e-15      -1.348036277468e-16 
  824       3.315621416446e-10       1.684715815773e-12      -6.249549272958e-12       1.294114650940e-14       1.257175338192e-14       4.453410156896e-15      -1.300795782659e-16 
  825       3.312518746329e-10       1.678090220041e-12      -6.008867106127e-12       1.295427646752e-14       1.251472720754e-14       4.433082989035e-15      -1.253747891788e-16 
  826       3.309158398110e-10       1.672233744548e-12      -5.767870119319e-12       1.296722120464e-14       1.245801747793e-14       4.412691547301e-15      -1.206892125445e-16 
  827       3.305541683558e-10       1.667146314352e-12      -5.526639758426e-12       1.297997878499e-14       1.240162273937e-14       4.392233862600e-15      -1.160227980977e-16 
  828       3.301669939323e-10       1.662827811688e-12      -5.285258231186e-12       1.299254726272e-14       1.234554149447e-14       4.371707945564e-15      -1.113754932390e-16 
  829       3.297544527024e-10       1.659278075795e-12      -5.043808509435e-12       1.300492468190e-14       1.228977220194e-14       4.351111786485e-15      -1.067472430262e-16 
  830       3.293166833341e-10       1.656496902746e-12      -4.802374331357e-12       1.301710907646e-14       1.223431327647e-14       4.330443355251e-15      -1.021379901644e-16 
  831       3.288538270094e-10       1.654484045274e-12      -4.561040203740e-12       1.302909847021e-14       1.217916308852e-14       4.309700601280e-15      -9.754767499682e-17 
  832       3.283660274333e-10       1.653239212599e-12      -4.319891404225e-12       1.304089087678e-14       1.212431996418e-14       4.288881453457e-15      -9.297623549574e-17 
  833       3.278534308425e-10       1.652762070257e-12      -4.079013983558e-12       1.305248429961e-14       1.206978218501e-14       4.267983820064e-15      -8.842360725281e-17 
  834       3.273161860139e-10       1.653052239925e-12      -3.838494767844e-12       1.306387673194e-14       1.201554798782e-14       4.247005588720e-15      -8.388972346988e-17 
  835       3.267544442734e-10       1.654109299250e-12      -3.598421360801e-12       1.307506615678e-14       1.196161556455e-14       4.225944626315e-15      -7.937451494962e-17 
  836       3.261683595044e-10       1.655932781677e-12      -3.358882146005e-12       1.308605054686e-14       1.190798306209e-14       4.204798778941e-15      -7.487791008621e-17 
  837       3.255580881564e-10       1.658522176274e-12      -3.119966289150e-12       1.309682786463e-14       1.185464858208e-14       4.183565871833e-15      -7.039983485602e-17 
  838       3.249237892540e-10       1.661876927563e-12      -2.881763740295e-12       1.310739606227e-14       1.180161018079e-14       4.162243709297e-15      -6.594021280819e-17 
  839       3.242656244048e-10       1.665996435344e-12      -2.644365236119e-12       1.311775308160e-14       1.174886586891e-14       4.140830074650e-15      -6.149896505540e-17 
  840       3.235837578091e-10       1.670880054525e-12      -2.407862302171e-12       1.312789685408e-14       1.169641361141e-14       4.119322730156e-15      -5.707601026445e-17 
  841       3.228783562677e-10       1.676527094947e-12      -2.172347255125e-12       1.313782530083e-14       1.164425132735e-14       4.097719416953e-15      -5.267126464698e-17 
  842       3.221495891907e-10       1.682936821213e-12      -1.937913205028e-12       1.314753633255e-14       1.159237688971e-14       4.076017854998e-15      -4.828464195010e-17 
  843       3.213976286065e-10       1.690108452515e-12      -1.704654057556e-12       1.315702784952e-14       1.154078812523e-14       4.054215742994e-15      -4.391605344706e-17 
  844       3.206226491700e-10       1.698041162463e-12      -1.472664516264e-12       1.316629774159e-14       1.148948281426e-14       4.032310758328e-15      -3.956540792793e-17 
  845       3.198248281717e-10       1.706734078910e-12      -1.242040084839e-12       1.317534388812e-14       1.143845869055e-14       4.010300557007e-15      -3.523261169024e-17 
  846       3.190043455459e-10       1.716186283779e-12      -1.012877069351e-12       1.318416415799e-14       1.138771344110e-14       3.988182773592e-15      -3.091756852966e-17 
  847       3.181613838796e-10       1.726396812893e-12      -7.852725805089e-13       1.319275640957e-14       1.133724470600e-14       3.965955021130e-15      -2.662017973065e-17 
  848       3.172961284211e-10       1.737364655801e-12      -5.593245359060e-13       1.320111849069e-14       1.128705007824e-14       3.943614891094e-15      -2.234034405716e-17 
  849       3.164087670887e-10       1.749088755607e-12      -3.351316622780e-13       1.320924823862e-14       1.123712710358e-14       3.921159953314e-15      -1.807795774324e-17 
  850       3.154994904791e-10       1.761568008794e-12      -1.127934977524e-13       1.321714348005e-14       1.118747328033e-14       3.898587755913e-15      -1.383291448372e-17 
  851       3.145684918764e-10       1.774801265055e-12       1.075896058986e-13       1.322480203105e-14       1.113808605919e-14       3.875895825243e-15      -9.605105424921e-18 
  852       3.136159672606e-10       1.788787327116e-12       3.259164810061e-13       1.323222169706e-14       1.108896284314e-14       3.853081665819e-15      -5.394419155250e-18 
  853       3.126421153160e-10       1.803524950571e-12       5.420851417524e-13       1.323940027289e-14       1.104010098719e-14       3.830142760252e-15      -1.200741695905e-18 
  854       3.116471374402e-10       1.819012843700e-12       7.559927819190e-13       1.324633554265e-14       1.099149779825e-14       3.807076569187e-15       2.976043508471e-18 
  855       3.106312377526e-10       1.835249667305e-12       9.675357726340e-13       1.325302527976e-14       1.094315053497e-14       3.783880531237e-15       7.136055599129e-18 
  856       3.095946446249e-10       1.852232631088e-12       1.176620100554e-12       1.325946777632e-14       1.089505674402e-14       3.760553226476e-15       1.127927086787e-17 
  857       3.085376756576e-10       1.869953256927e-12       1.383192882059e-12       1.326566344125e-14       1.084721527564e-14       3.737097888803e-15       1.540508371379e-17 
  858       3.074606738285e-10       1.888401543013e-12       1.587211381982e-12       1.327161322937e-14       1.079962528509e-14       3.713518953343e-15       1.951273821834e-17 
  859       3.063639860837e-10       1.907567360347e-12       1.788632621326e-12       1.327731811451e-14       1.075228589760e-14       3.689820898443e-15       2.360147289717e-17 
  860       3.052479633496e-10       1.927440452336e-12       1.987413376727e-12       1.328277908957e-14       1.070519620831e-14       3.666008245792e-15       2.767052068559e-17 
  861       3.041129605450e-10       1.948010434391e-12       2.183510179906e-12       1.328799716660e-14       1.065835528210e-14       3.642085560551e-15       3.171910892417e-17 
  862       3.029593365933e-10       1.969266793527e-12       2.376879317124e-12       1.329297337687e-14       1.061176215353e-14       3.618057451477e-15       3.574645934427e-17 
  863       3.017874544348e-10       1.991198887958e-12       2.567476828640e-12       1.329770877089e-14       1.056541582666e-14       3.593928571046e-15       3.975178805358e-17 
  864       3.005976810388e-10       2.013795946694e-12       2.755258508167e-12       1.330220441851e-14       1.051931527501e-14       3.569703615583e-15       4.373430552165e-17 
  865       2.993903874157e-10       2.037047069145e-12       2.940179902324e-12       1.330646140899e-14       1.047345944140e-14       3.545387325380e-15       4.769321656548e-17 
  866       2.981659486292e-10       2.060941224711e-12       3.122196310095e-12       1.331048085102e-14       1.042784723782e-14       3.520984484829e-15       5.162772033501e-17 
  867       2.969247438084e-10       2.085467252386e-12       3.301262782284e-12       1.331426387285e-14       1.038247754537e-14       3.496499922543e-15       5.553701029871e-17 
  868       2.956671561601e-10       2.110613860350e-12       3.477334120970e-12       1.331781162228e-14       1.033734921410e-14       3.471938511479e-15       5.942027422909e-17 
  869       2.943935729811e-10       2.136369625575e-12       3.650364878964e-12       1.332112526677e-14       1.029246106292e-14       3.447305169070e-15       6.327669418828e-17 
  870       2.931043856697e-10       2.162722993414e-12       3.820309359262e-12       1.332420599349e-14       1.024781187949e-14       3.422604857344e-15       6.710544651354e-17 
  871       2.917999897388e-10       2.189662277205e-12       3.987121614506e-12       1.332705500940e-14       1.020340042006e-14       3.397842583053e-15       7.090570180282e-17 
  872       2.904807848273e-10       2.217175657865e-12       4.150755446433e-12       1.332967354128e-14       1.015922540941e-14       3.373023397793e-15       7.467662490030e-17 
  873       2.891471747127e-10       2.245251183491e-12       4.311164405335e-12       1.333206283581e-14       1.011528554073e-14       3.348152398138e-15       7.841737488196e-17 
  874       2.877995673230e-10       2.273876768956e-12       4.468301789513e-12       1.333422415965e-14       1.007157947546e-14       3.323234725757e-15       8.212710504109e-17 
  875       2.864383747493e-10       2.303040195507e-12       4.622120644736e-12       1.333615879947e-14       1.002810584323e-14       3.298275567543e-15       8.580496287384e-17 
  876       2.850640132573e-10       2.332729110365e-12       4.772573763690e-12       1.333786806206e-14       9.984863241705e-15       3.273280155737e-15       8.945009006479e-17 
  877       2.836769033000e-10       2.362931026317e-12       4.919613685441e-12       1.333935327432e-14       9.941850236505e-15       3.248253768056e-15       9.306162247247e-17 
  878       2.822774695296e-10       2.393633321321e-12       5.063192694887e-12       1.334061578342e-14       9.899065361062e-15       3.223201727812e-15       9.663869011491e-17 
  879       2.808661408100e-10       2.424823238099e-12       5.203262822211e-12       1.334165695677e-14       9.856507116524e-15       3.198129404046e-15       1.001804171552e-16 
  880       2.794433502283e-10       2.456487883739e-12       5.339775842345e-12       1.334247818214e-14       9.814173971630e-15       3.173042211646e-15       1.036859218870e-16 
  881       2.780095351078e-10       2.488614229287e-12       5.472683274416e-12       1.334308086771e-14       9.772064362603e-15       3.147945611472e-15       1.071543167201e-16 
  882       2.765651370196e-10       2.521189109351e-12       5.601936381209e-12       1.334346644214e-14       9.730176693032e-15       3.122845110490e-15       1.105847081661e-16 
  883       2.751106017947e-10       2.554199221693e-12       5.727486168618e-12       1.334363635461e-14       9.688509333758e-15       3.097746261885e-15       1.139761968236e-16 
  884       2.736463795368e-10       2.587631126833e-12       5.849283385104e-12       1.334359207489e-14       9.647060622763e-15       3.072654665197e-15       1.173278773641e-16 
  885       2.721729246337e-10       2.621471247643e-12       5.967278521153e-12       1.334333509344e-14       9.605828865051e-15       3.047575966437e-15       1.206388385174e-16 
  886       2.706906957700e-10       2.655705868942e-12       6.081421808725e-12       1.334286692142e-14       9.564812332535e-15       3.022515858222e-15       1.239081630573e-16 
  887       2.692001559390e-10       2.690321137104e-12       6.191663220716e-12       1.334218909080e-14       9.524009263925e-15       2.997480079890e-15       1.271349277867e-16 
  888       2.677017724551e-10       2.725303059642e-12       6.297952470411e-12       1.334130315437e-14       9.483417864615e-15       2.972474417632e-15       1.303182035237e-16 
  889       2.661960169654e-10       2.760637504820e-12       6.400239010940e-12       1.334021068587e-14       9.443036306561e-15       2.947504704618e-15       1.334570550868e-16 
  890       2.646833654628e-10       2.796310201238e-12       6.498472034734e-12       1.333891327999e-14       9.402862728175e-15       2.922576821115e-15       1.365505412806e-16 
  891       2.631642982974e-10       2.832306737440e-12       6.592600472980e-12       1.333741255248e-14       9.362895234209e-15       2.897696694620e-15       1.395977148812e-16 
  892       2.616393001888e-10       2.868612561505e-12       6.682572995078e-12       1.333571014018e-14       9.323131895636e-15       2.872870299981e-15       1.425976226218e-16 
  893       2.601088602385e-10       2.905212980650e-12       6.768338008095e-12       1.333380770112e-14       9.283570749542e-15       2.848103659522e-15       1.455493051785e-16 
  894       2.585734719419e-10       2.942093160822e-12       6.849843656222e-12       1.333170691453e-14       9.244209799008e-15       2.823402843173e-15       1.484517971553e-16 
  895       2.570336090209e-10       2.979238352989e-12       6.927048488698e-12       1.332940970394e-14       9.205047251851e-15       2.798772951065e-15       1.513044074576e-16 
  896       2.554896524645e-10       3.016634576849e-12       6.999953655398e-12       1.332691891013e-14       9.166082241351e-15       2.774215042908e-15       1.541075654517e-16 
  897       2.539419623220e-10       3.054267947472e-12       7.068571235356e-12       1.332423762923e-14       9.127314117053e-15       2.749729158773e-15       1.568619885796e-16 
  898       2.523909017837e-10       3.092124449259e-12       7.132913616952e-12       1.332136899091e-14       9.088742206902e-15       2.725315332050e-15       1.595684032500e-16 
  899       2.508368371888e-10       3.130189935571e-12       7.192993498966e-12       1.331831615837e-14       9.050365817163e-15       2.700973589424e-15       1.622275448655e-16 
  900       2.492801380347e-10       3.168450128365e-12       7.248823891623e-12       1.331508232854e-14       9.012184232345e-15       2.676703950842e-15       1.648401578505e-16 
  901       2.477211769851e-10       3.206890617821e-12       7.300418117652e-12       1.331167073211e-14       8.974196715118e-15       2.652506429491e-15       1.674069956788e-16 
  902       2.461603298784e-10       3.245496861975e-12       7.347789813336e-12       1.330808463363e-14       8.936402506239e-15       2.628381031767e-15       1.699288209006e-16 
  903       2.445979757369e-10       3.284254186354e-12       7.390952929563e-12       1.330432733167e-14       8.898800824471e-15       2.604327757253e-15       1.724064051704e-16 
  904       2.430344967745e-10       3.323147783603e-12       7.429921732877e-12       1.330040215882e-14       8.861390866505e-15       2.580346598685e-15       1.748405292744e-16 
  905       2.414702784061e-10       3.362162713121e-12       7.464710806536e-12       1.329631248186e-14       8.824171806883e-15       2.556437541931e-15       1.772319831578e-16 
  906       2.399057092553e-10       3.401283900690e-12       7.495335051558e-12       1.329206170185e-14       8.787142797916e-15       2.532600565962e-15       1.795815659528e-16 
  907       2.383411811636e-10       3.440496138107e-12       7.521809687775e-12       1.328765325418e-14       8.750302969609e-15       2.508835642824e-15       1.818900860055e-16 
  908       2.367770891988e-10       3.479784082818e-12       7.544150254886e-12       1.328309060871e-14       8.713651429580e-15       2.485142737612e-15       1.841583609039e-16 
  909       2.352138316633e-10       3.519132257547e-12       7.562372613508e-12       1.327837726985e-14       8.677187262985e-15       2.461521808443e-15       1.863872175051e-16 
  910       2.336518101029e-10       3.558525049929e-12       7.576492946230e-12       1.327351677668e-14       8.640909532434e-15       2.437972806426e-15       1.885774919629e-16 
  911       2.320914293152e-10       3.597946712142e-12       7.586527758663e-12       1.326851270300e-14       8.604817277918e-15       2.414495675642e-15       1.907300297553e-16 
  912       2.305330973582e-10       3.637381360538e-12       7.592493880494e-12       1.326336865746e-14       8.568909516727e-15       2.391090353108e-15       1.928456857120e-16 
  913       2.289772255589e-10       3.676812975276e-12       7.594408466535e-12       1.325808828367e-14       8.533185243372e-15       2.367756768757e-15       1.949253240419e-16 
