# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 1047       1.422978284414e-10       4.480174510759e-12      -9.454304673167e-12       1.270077920430e-14       5.029512779816e-15       1.299185584755e-16       2.110527164921e-16 
 1048       1.425980637349e-10       4.446295377254e-12      -9.526316553723e-12       1.270375339087e-14       5.010795051941e-15       1.234247643430e-16       2.096803061274e-16 
 1049       1.429038827282e-10       4.412138794908e-12      -9.595245276778e-12       1.270682954403e-14       4.992161091164e-15       1.170745155541e-16       2.082953746194e-16 
 1050       1.432149586004e-10       4.377718405169e-12      -9.661051391371e-12       1.271000598020e-14       4.973610241446e-15       1.108654534261e-16       2.068978679485e-16 
 1051       1.435309770184e-10       4.343047705829e-12      -9.723703726420e-12       1.271328084185e-14       4.955141907024e-15       1.047951292131e-16       2.054877445420e-16 
 1052       1.438516818097e-10       4.308139287223e-12      -9.783204943260e-12       1.271665162477e-14       4.936755763654e-15       9.886080248530e-17       2.040650132193e-16 
 1053       1.441768299116e-10       4.273005585938e-12      -9.839566337547e-12       1.272011564416e-14       4.918451550247e-15       9.305963982863e-17       2.026296957738e-16 
 1054       1.445061762745e-10       4.237659137481e-12      -9.892799397381e-12       1.272367019070e-14       4.900228999048e-15       8.738878137151e-17       2.011818144380e-16 
 1055       1.448394738572e-10       4.202112576521e-12      -9.942915803840e-12       1.272731253055e-14       4.882087835615e-15       8.184534071801e-17       1.997213918840e-16 
 1056       1.451764736218e-10       4.166378637117e-12      -9.989927431530e-12       1.273103990523e-14       4.864027778803e-15       7.642640488099e-17       1.982484512252e-16 
 1057       1.455169245289e-10       4.130470152964e-12      -1.003384634912e-11       1.273484953159e-14       4.846048540735e-15       7.112903421523e-17       1.967630160171e-16 
 1058       1.458605735330e-10       4.094400057625e-12      -1.007468481990e-11       1.273873860174e-14       4.828149826790e-15       6.595026235058e-17       1.952651102591e-16 
 1059       1.462071655776e-10       4.058181384768e-12      -1.011245530229e-11       1.274270428298e-14       4.810331335580e-15       6.088709612511e-17       1.937547583949e-16 
 1060       1.465564435903e-10       4.021827268403e-12      -1.014717045042e-11       1.274674371776e-14       4.792592758925e-15       5.593651551822e-17       1.922319853143e-16 
 1061       1.469081484779e-10       3.985350943120e-12      -1.017884311465e-11       1.275085402359e-14       4.774933781840e-15       5.109547358383e-17       1.906968163543e-16 
 1062       1.472620191219e-10       3.948765744325e-12      -1.020748634211e-11       1.275503229299e-14       4.757354082509e-15       4.636089638348e-17       1.891492773001e-16 
 1063       1.476177923734e-10       3.912085108476e-12      -1.023311337728e-11       1.275927559345e-14       4.739853332267e-15       4.172968291949e-17       1.875893943863e-16 
 1064       1.479752030481e-10       3.875322573320e-12      -1.025573766246e-11       1.276358096732e-14       4.722431195579e-15       3.719870506811e-17       1.860171942984e-16 
 1065       1.483339839221e-10       3.838491778129e-12      -1.027537283838e-11       1.276794543181e-14       4.705087330020e-15       3.276480751264e-17       1.844327041736e-16 
 1066       1.486938657265e-10       3.801606463941e-12      -1.029203274471e-11       1.277236597885e-14       4.687821386253e-15       2.842480767657e-17       1.828359516024e-16 
 1067       1.490545771429e-10       3.764680473790e-12      -1.030573142062e-11       1.277683957510e-14       4.670633008012e-15       2.417549565676e-17       1.812269646295e-16 
 1068       1.494158447982e-10       3.727727752949e-12      -1.031648310528e-11       1.278136316187e-14       4.653521832077e-15       2.001363415653e-17       1.796057717550e-16 
 1069       1.497773932604e-10       3.690762349162e-12      -1.032430223848e-11       1.278593365501e-14       4.636487488257e-15       1.593595841885e-17       1.779724019359e-16 
 1070       1.501389450331e-10       3.653798412883e-12      -1.032920346107e-11       1.279054794493e-14       4.619529599370e-15       1.193917615944e-17       1.763268845869e-16 
 1071       1.505002205511e-10       3.616850197513e-12      -1.033120161561e-11       1.279520289645e-14       4.602647781219e-15       8.019967499940e-18       1.746692495818e-16 
 1072       1.508609381756e-10       3.579932059636e-12      -1.033031174682e-11       1.279989534881e-14       4.585841642574e-15       4.174984901034e-18       1.729995272549e-16 
 1073       1.512208141891e-10       3.543058459257e-12      -1.032654910219e-11       1.280462211557e-14       4.569110785152e-15       4.008530956033e-19       1.713177484016e-16 
 1074       1.515795627907e-10       3.506243960036e-12      -1.031992913248e-11       1.280937998456e-14       4.552454803596e-15      -3.305830978137e-18       1.696239442804e-16 
 1075       1.519368960915e-10       3.469503229527e-12      -1.031046749227e-11       1.281416571782e-14       4.535873285453e-15      -6.948498243497e-18       1.679181466134e-16 
 1076       1.522925241092e-10       3.432851039415e-12      -1.029818004052e-11       1.281897605151e-14       4.519365811156e-15      -1.053060755217e-17       1.662003875878e-16 
 1077       1.526461547642e-10       3.396302265749e-12      -1.028308284110e-11       1.282380769591e-14       4.502931954004e-15      -1.405564575108e-17       1.644706998572e-16 
 1078       1.529974938736e-10       3.359871889187e-12      -1.026519216333e-11       1.282865733529e-14       4.486571280137e-15      -1.752712774927e-17       1.627291165426e-16 
 1079       1.533462451476e-10       3.323574995221e-12      -1.024452448252e-11       1.283352162789e-14       4.470283348521e-15      -2.094859658472e-17       1.609756712335e-16 
 1080       1.536921101838e-10       3.287426774425e-12      -1.022109648053e-11       1.283839720583e-14       4.454067710925e-15      -2.432362349124e-17       1.592103979896e-16 
 1081       1.540347884626e-10       3.251442522685e-12      -1.019492504628e-11       1.284328067508e-14       4.437923911901e-15      -2.765580796531e-17       1.574333313414e-16 
 1082       1.543739773426e-10       3.215637641438e-12      -1.016602727633e-11       1.284816861538e-14       4.421851488761e-15      -3.094877783295e-17       1.556445062918e-16 
 1083       1.547093720556e-10       3.180027637907e-12      -1.013442047541e-11       1.285305758018e-14       4.405849971564e-15      -3.420618931655e-17       1.538439583171e-16 
 1084       1.550406657018e-10       3.144628125341e-12      -1.010012215692e-11       1.285794409655e-14       4.389918883085e-15      -3.743172710178e-17       1.520317233683e-16 
 1085       1.553675492448e-10       3.109454823249e-12      -1.006315004355e-11       1.286282466519e-14       4.374057738805e-15      -4.062910440439e-17       1.502078378720e-16 
 1086       1.556897115073e-10       3.074523557637e-12      -1.002352206775e-11       1.286769576030e-14       4.358266046883e-15      -4.380206303712e-17       1.483723387324e-16 
 1087       1.560068391656e-10       3.039850261246e-12      -9.981256372316e-12       1.287255382953e-14       4.342543308138e-15      -4.695437347652e-17       1.465252633314e-16 
 1088       1.563186167454e-10       3.005450973788e-12      -9.936371310920e-12       1.287739529395e-14       4.326889016032e-15      -5.008983492983e-17       1.446666495306e-16 
 1089       1.566247266163e-10       2.971341842183e-12      -9.888885448648e-12       1.288221654795e-14       4.311302656642e-15      -5.321227540183e-17       1.427965356722e-16 
 1090       1.569248837303e-10       2.937537650924e-12      -9.838821479573e-12       1.288701415804e-14       4.295783761967e-15      -5.632432549480e-17       1.409150475370e-16 
 1091       1.572189403532e-10       2.904047391125e-12      -9.786218035878e-12       1.289178546207e-14       4.280332070637e-15      -5.942372167437e-17       1.390226604912e-16 
 1092       1.575067827273e-10       2.870878632550e-12      -9.731118038119e-12       1.289652797792e-14       4.264947369316e-15      -6.250695358106e-17       1.371199408561e-16 
 1093       1.577882964546e-10       2.838038988177e-12      -9.673564793479e-12       1.290123920536e-14       4.249629439560e-15      -6.557048574633e-17       1.352074592801e-16 
 1094       1.580633664958e-10       2.805536114293e-12      -9.613601996714e-12       1.290591662594e-14       4.234378057803e-15      -6.861075753579e-17       1.332857907485e-16 
 1095       1.583318771687e-10       2.773377710583e-12      -9.551273731086e-12       1.291055770305e-14       4.219192995343e-15      -7.162418309226e-17       1.313555145934e-16 
 1096       1.585937121470e-10       2.741571520214e-12      -9.486624469301e-12       1.291515988179e-14       4.204074018326e-15      -7.460715127890e-17       1.294172145041e-16 
 1097       1.588487544590e-10       2.710125329924e-12      -9.419699074448e-12       1.291972058898e-14       4.189020887730e-15      -7.755602562236e-17       1.274714785366e-16 
 1098       1.590968864863e-10       2.679046970114e-12      -9.350542800934e-12       1.292423723310e-14       4.174033359354e-15      -8.046714425582e-17       1.255188991238e-16 
 1099       1.593379899625e-10       2.648344314935e-12      -9.279201295424e-12       1.292870720426e-14       4.159111183797e-15      -8.333681986221e-17       1.235600730854e-16 
 1100       1.595719459716e-10       2.618025282374e-12      -9.205720597776e-12       1.293312787413e-14       4.144254106448e-15      -8.616133961723e-17       1.215956016379e-16 
 1101       1.597986349472e-10       2.588097834345e-12      -9.130147141982e-12       1.293749659594e-14       4.129461867467e-15      -8.893696513252e-17       1.196260904048e-16 
 1102       1.600179366707e-10       2.558569976776e-12      -9.052527757101e-12       1.294181070438e-14       4.114734201773e-15      -9.165993239879e-17       1.176521494260e-16 
 1103       1.602297302704e-10       2.529449759699e-12      -8.972909668200e-12       1.294606751564e-14       4.100070839028e-15      -9.432645172888e-17       1.156743931685e-16 
 1104       1.604338942196e-10       2.500745277337e-12      -8.891340497289e-12       1.295026432727e-14       4.085471503623e-15      -9.693270770093e-17       1.136934405357e-16 
 1105       1.606303063361e-10       2.472464668191e-12      -8.807868264261e-12       1.295439841824e-14       4.070935914659e-15      -9.947485910148e-17       1.117099148777e-16 
 1106       1.608188437800e-10       2.444616115135e-12      -8.722541387827e-12       1.295846704880e-14       4.056463785937e-15      -1.019490388686e-16       1.097244440015e-16 
 1107       1.609993830532e-10       2.417207845494e-12      -8.635408686456e-12       1.296246746052e-14       4.042054825940e-15      -1.043513540349e-16       1.077376601804e-16 
 1108       1.611717999975e-10       2.390248131141e-12      -8.546519379308e-12       1.296639687620e-14       4.027708737818e-15      -1.066778856709e-16       1.057502001645e-16 
 1109       1.613359697934e-10       2.363745288584e-12      -8.455923087178e-12       1.297025249983e-14       4.013425219374e-15      -1.089246888278e-16       1.037627051904e-16 
 1110       1.614917669591e-10       2.337707679049e-12      -8.363669833427e-12       1.297403151658e-14       3.999203963051e-15      -1.110877924810e-16       1.017758209911e-16 
 1111       1.616390653488e-10       2.312143708576e-12      -8.269810044924e-12       1.297773109272e-14       3.985044655910e-15      -1.131631994727e-16       9.979019780639e-17 
 1112       1.617777381516e-10       2.287061828102e-12      -8.174394552981e-12       1.298134837561e-14       3.970946979622e-15      -1.151468864557e-16       9.780649039228e-17 
 1113       1.619076578899e-10       2.262470533551e-12      -8.077474594292e-12       1.298488049363e-14       3.956910610452e-15      -1.170348038358e-16       9.582535803136e-17 
 1114       1.620286964188e-10       2.238378365923e-12      -7.979101811870e-12       1.298832455615e-14       3.942935219239e-15      -1.188228757155e-16       9.384746454259e-17 
 1115       1.621407249237e-10       2.214793911383e-12      -7.879328255982e-12       1.299167765352e-14       3.929020471387e-15      -1.205069998365e-16       9.187347829136e-17 
 1116       1.622436139200e-10       2.191725801346e-12      -7.778206385092e-12       1.299493685695e-14       3.915166026846e-15      -1.220830475237e-16       8.990407219941e-17 
 1117       1.623372332511e-10       2.169182712571e-12      -7.675789066791e-12       1.299809921856e-14       3.901371540098e-15      -1.235468636275e-16       8.793992375481e-17 
 1118       1.624214520875e-10       2.147173367243e-12      -7.572129578743e-12       1.300116177126e-14       3.887636660144e-15      -1.248942664671e-16       8.598171502198e-17 
 1119       1.624961389252e-10       2.125706533067e-12      -7.467281609615e-12       1.300412152875e-14       3.873961030486e-15      -1.261210477740e-16       8.403013265158e-17 
 1120       1.625611615846e-10       2.104791023354e-12      -7.361299260018e-12       1.300697548549e-14       3.860344289112e-15      -1.272229726347e-16       8.208586789057e-17 
 1121       1.626163872090e-10       2.084435697107e-12      -7.254237043445e-12       1.300972061662e-14       3.846786068485e-15      -1.281957794341e-16       8.014961659211e-17 
 1122       1.626616822634e-10       2.064649459116e-12      -7.146149887206e-12       1.301235387793e-14       3.833285995521e-15      -1.290351797983e-16       7.822207922557e-17 
 1123       1.626969125332e-10       2.045441260039e-12      -7.037093133368e-12       1.301487220583e-14       3.819843691583e-15      -1.297368585381e-16       7.630396088652e-17 
 1124       1.627219431228e-10       2.026820096495e-12      -6.927122539690e-12       1.301727251732e-14       3.806458772457e-15      -1.302964735918e-16       7.439597130663e-17 
 1125       1.627366384543e-10       2.008795011151e-12      -6.816294280564e-12       1.301955170990e-14       3.793130848342e-15      -1.307096559684e-16       7.249882486374e-17 
 1126       1.627408622662e-10       1.991375092811e-12      -6.704664947947e-12       1.302170666157e-14       3.779859523835e-15      -1.309720096910e-16       7.061324059175e-17 
 1127       1.627344776121e-10       1.974569476504e-12      -6.592291552305e-12       1.302373423079e-14       3.766644397914e-15      -1.310791117393e-16       6.873994219063e-17 
 1128       1.627173468595e-10       1.958387343571e-12      -6.479231523545e-12       1.302563125640e-14       3.753485063923e-15      -1.310265119933e-16       6.687965803641e-17 
 1129       1.626893639489e-10       1.942836180569e-12      -6.365540537415e-12       1.302739496004e-14       3.740381150595e-15      -1.308110587009e-16       6.503296557342e-17 
 1130       1.626505516330e-10       1.927916531115e-12      -6.251265962004e-12       1.302902415904e-14       3.727332445722e-15      -1.304348937792e-16       6.319982226591e-17 
 1131       1.626009654934e-10       1.913627176283e-12      -6.136453328274e-12       1.303051806911e-14       3.714338774055e-15      -1.299015091149e-16       6.138002859497e-17 
 1132       1.625406617966e-10       1.899966869560e-12      -6.021148497645e-12       1.303187590337e-14       3.701399956402e-15      -1.292144257968e-16       5.957338312100e-17 
 1133       1.624696974945e-10       1.886934336766e-12      -5.905397662724e-12       1.303309687234e-14       3.688515809616e-15      -1.283771941841e-16       5.777968247898e-17 
 1134       1.623881302274e-10       1.874528275980e-12      -5.789247348038e-12       1.303418018393e-14       3.675686146584e-15      -1.273933939740e-16       5.599872137383e-17 
 1135       1.622960183246e-10       1.862747357467e-12      -5.672744410768e-12       1.303512504342e-14       3.662910776216e-15      -1.262666342695e-16       5.423029257576e-17 
 1136       1.621934208070e-10       1.851590223601e-12      -5.555936041482e-12       1.303593065348e-14       3.650189503435e-15      -1.250005536474e-16       5.247418691559e-17 
 1137       1.620803973881e-10       1.841055488788e-12      -5.438869764867e-12       1.303659621417e-14       3.637522129165e-15      -1.235988202257e-16       5.073019328007e-17 
 1138       1.619570084762e-10       1.831141739392e-12      -5.321593440464e-12       1.303712092291e-14       3.624908450318e-15      -1.220651317319e-16       4.899809860727e-17 
 1139       1.618233151760e-10       1.821847533663e-12      -5.204155263398e-12       1.303750397449e-14       3.612348259785e-15      -1.204032155702e-16       4.727768788183e-17 
 1140       1.616793792903e-10       1.813171401654e-12      -5.086603765111e-12       1.303774456106e-14       3.599841346425e-15      -1.186168288900e-16       4.556874413036e-17 
 1141       1.615252633216e-10       1.805111845153e-12      -4.968987814100e-12       1.303784187216e-14       3.587387495052e-15      -1.167097586530e-16       4.387104841677e-17 
 1142       1.613610304739e-10       1.797667337603e-12      -4.851356616643e-12       1.303779509466e-14       3.574986486425e-15      -1.146858217014e-16       4.218437983758e-17 
 1143       1.611867446546e-10       1.790836324031e-12      -4.733759717535e-12       1.303760341278e-14       3.562638097238e-15      -1.125488648258e-16       4.050851551725e-17 
 1144       1.610024704758e-10       1.784617220967e-12      -4.616247000824e-12       1.303726600811e-14       3.550342100106e-15      -1.103027648326e-16       3.884323060356e-17 
 1145       1.608082732567e-10       1.779008416374e-12      -4.498868690537e-12       1.303678205956e-14       3.538098263556e-15      -1.079514286121e-16       3.718829826290e-17 
 1146       1.606042190244e-10       1.774008269568e-12      -4.381675351420e-12       1.303615074342e-14       3.525906352014e-15      -1.054987932062e-16       3.554348967561e-17 
 1147       1.603903745163e-10       1.769615111147e-12      -4.264717889666e-12       1.303537123327e-14       3.513766125797e-15      -1.029488258762e-16       3.390857403135e-17 
 1148       1.601668071818e-10       1.765827242912e-12      -4.148047553650e-12       1.303444270005e-14       3.501677341097e-15      -1.003055241706e-16       3.228331852440e-17 
 1149       1.599335851837e-10       1.762642937794e-12      -4.031715934662e-12       1.303336431203e-14       3.489639749976e-15      -9.757291599290e-17       3.066748834901e-17 
 1150       1.596907774000e-10       1.760060439778e-12      -3.915774967639e-12       1.303213523478e-14       3.477653100349e-15      -9.475505966934e-17       2.906084669471e-17 
 1151       1.594384534257e-10       1.758077963828e-12      -3.800276931898e-12       1.303075463123e-14       3.465717135975e-15      -9.185604401684e-17       2.746315474169e-17 
 1152       1.591766835747e-10       1.756693695808e-12      -3.685274451872e-12       1.302922166159e-14       3.453831596448e-15      -8.887998841066e-17       2.587417165610e-17 
 1153       1.589055388810e-10       1.755905792414e-12      -3.570820497836e-12       1.302753548341e-14       3.441996217181e-15      -8.583104285226e-17       2.429365458540e-17 
 1154       1.586250911009e-10       1.755712381092e-12      -3.456968386647e-12       1.302569525151e-14       3.430210729401e-15      -8.271338803709e-17       2.272135865369e-17 
 1155       1.583354127147e-10       1.756111559965e-12      -3.343771782475e-12       1.302370011806e-14       3.418474860131e-15      -7.953123542236e-17       2.115703695704e-17 
 1156       1.580365769279e-10       1.757101397759e-12      -3.231284697532e-12       1.302154923250e-14       3.406788332186e-15      -7.628882729487e-17       1.960044055882e-17 
 1157       1.577286576737e-10       1.758679933725e-12      -3.119561492809e-12       1.301924174158e-14       3.395150864154e-15      -7.299043683878e-17       1.805131848508e-17 
 1158       1.574117296141e-10       1.760845177565e-12      -3.008656878810e-12       1.301677678933e-14       3.383562170393e-15      -6.964036820344e-17       1.650941771982e-17 
 1159       1.570858681417e-10       1.763595109357e-12      -2.898625916280e-12       1.301415351706e-14       3.372021961013e-15      -6.624295657116e-17       1.497448320036e-17 
 1160       1.567511493818e-10       1.766927679480e-12      -2.789524016942e-12       1.301137106340e-14       3.360529941868e-15      -6.280256822501e-17       1.344625781268e-17 
 1161       1.564076501937e-10       1.770840808537e-12      -2.681406944229e-12       1.300842856423e-14       3.349085814546e-15      -5.932360061662e-17       1.192448238673e-17 
 1162       1.560554481727e-10       1.775332387281e-12      -2.574330814015e-12       1.300532515270e-14       3.337689276353e-15      -5.581048243400e-17       1.040889569180e-17 
 1163       1.556946216514e-10       1.780400276537e-12      -2.468352095350e-12       1.300205995925e-14       3.326340020309e-15      -5.226767366928e-17       8.899234431815e-18 
 1164       1.553252497022e-10       1.786042307132e-12      -2.363527611194e-12       1.299863211158e-14       3.315037735129e-15      -4.869966568657e-17       7.395233240700e-18 
 1165       1.549474121380e-10       1.792256279815e-12      -2.259914539147e-12       1.299504073465e-14       3.303782105219e-15      -4.511098128974e-17       5.896624677703e-18 
 1166       1.545611895150e-10       1.799039965183e-12      -2.157570412182e-12       1.299128495069e-14       3.292572810659e-15      -4.150617479016e-17       4.403139222732e-18 
 1167       1.541666631333e-10       1.806391103606e-12      -2.056553119382e-12       1.298736387916e-14       3.281409527195e-15      -3.788983207459e-17       2.914505271690e-18 
 1168       1.537639279998e-10       1.814306400385e-12      -1.956914705778e-12       1.298327698947e-14       3.270291958118e-15      -3.426586921025e-17       1.430515528888e-18 
 1169       1.533531318874e-10       1.822778497622e-12      -1.858682685479e-12       1.297902516383e-14       3.259219930355e-15      -3.063541851556e-17      -4.877289682717e-20 
 1170       1.529344367672e-10       1.831798964310e-12      -1.761878496169e-12       1.297460964766e-14       3.248193299558e-15      -2.699891617233e-17      -1.523236093643e-18 
 1171       1.525080058964e-10       1.841359297496e-12      -1.666523678977e-12       1.297003169816e-14       3.237211918315e-15      -2.335680129532e-17      -2.992749515595e-18 
 1172       1.520740038201e-10       1.851450922122e-12      -1.572639878664e-12       1.296529258432e-14       3.226275636139e-15      -1.970951593846e-17      -4.457187981401e-18 
 1173       1.516325963750e-10       1.862065190856e-12      -1.480248843814e-12       1.296039358698e-14       3.215384299462e-15      -1.605750510095e-17      -5.916425673281e-18 
 1174       1.511839506918e-10       1.873193383933e-12      -1.389372427017e-12       1.295533599883e-14       3.204537751626e-15      -1.240121673344e-17      -7.370336135799e-18 
 1175       1.507282351980e-10       1.884826708987e-12      -1.300032585062e-12       1.295012112443e-14       3.193735832874e-15      -8.741101744144e-18      -8.818792274682e-18 
 1176       1.502656196212e-10       1.896956300893e-12      -1.212251379120e-12       1.294475028026e-14       3.182978380343e-15      -5.077614005006e-18      -1.026166635566e-17 
 1177       1.497962749916e-10       1.909573221597e-12      -1.126050974937e-12       1.293922479474e-14       3.172265228054e-15      -1.411210357850e-18      -1.169883000327e-17 
 1178       1.493203736448e-10       1.922668459956e-12      -1.041453643017e-12       1.293354600824e-14       3.161596206904e-15       2.257649379476e-18      -1.313015419974e-17 
 1179       1.488380892250e-10       1.936232931574e-12      -9.584817588142e-13       1.292771527315e-14       3.150971144658e-15       5.928502406956e-18      -1.455550928375e-17 
 1180       1.483495966876e-10       1.950257478638e-12      -8.771578029181e-13       1.292173395383e-14       3.140389865942e-15       9.600882936253e-18      -1.597476494932e-17 
 1181       1.478550723020e-10       1.964732869753e-12      -7.975043612426e-13       1.291560342674e-14       3.129852192232e-15       1.327432218456e-17      -1.738779024460e-17 
 1182       1.473546936547e-10       1.979649799782e-12      -7.195441252140e-13       1.290932508036e-14       3.119357941846e-15       1.694834836847e-17      -1.879445357072e-17 
 1183       1.468486396520e-10       1.994998889678e-12      -6.432998919584e-13       1.290290031531e-14       3.108906929938e-15       2.062248669780e-17      -2.019462268062e-17 
 1184       1.463370905228e-10       2.010770686323e-12      -5.687945644901e-13       1.289633054431e-14       3.098498968488e-15       2.429625936946e-17      -2.158816467785e-17 
 1185       1.458202278217e-10       2.026955662363e-12      -4.960511518996e-13       1.288961719223e-14       3.088133866293e-15       2.796918556130e-17      -2.297494601547e-17 
 1186       1.452982344316e-10       2.043544216047e-12      -4.250927695409e-13       1.288276169613e-14       3.077811428959e-15       3.164078142597e-17      -2.435483249478e-17 
 1187       1.447712945666e-10       2.060526671057e-12      -3.559426392202e-13       1.287576550529e-14       3.067531458894e-15       3.531056008478e-17      -2.572768926425e-17 
 1188       1.442395937750e-10       2.077893276354e-12      -2.886240893834e-13       1.286863008118e-14       3.057293755298e-15       3.897803162152e-17      -2.709338081826e-17 
 1189       1.437033189422e-10       2.095634206004e-12      -2.231605553043e-13       1.286135689758e-14       3.047098114154e-15       4.264270307634e-17      -2.845177099600e-17 
 1190       1.431626582930e-10       2.113739559023e-12      -1.595755792722e-13       1.285394744052e-14       3.036944328222e-15       4.630407843960e-17      -2.980272298028e-17 
 1191       1.426178013955e-10       2.132199359208e-12      -9.789281078015e-14       1.284640320835e-14       3.026832187031e-15       4.996165864570e-17      -3.114609929632e-17 
 1192       1.420689391627e-10       2.151003554974e-12      -3.813600671289e-14       1.283872571177e-14       3.016761476865e-15       5.361494156697e-17      -3.248176181063e-17 
 1193       1.415162638564e-10       2.170142019194e-12       1.967096846545e-14       1.283091647385e-14       3.006731980763e-15       5.726342200749e-17      -3.380957172982e-17 
 1194       1.409599690897e-10       2.189604549030e-12       7.550414252319e-14       1.282297703003e-14       2.996743478503e-15       6.090659169696e-17      -3.512938959943e-17 
 1195       1.404002498294e-10       2.209380865772e-12       1.293394352733e-13       1.281490892821e-14       2.986795746598e-15       6.454393928453e-17      -3.644107530276e-17 
 1196       1.398373023998e-10       2.229460614677e-12       1.811526583852e-13       1.280671372869e-14       2.976888558286e-15       6.817495033270e-17      -3.774448805969e-17 
 1197       1.392713244846e-10       2.249833364801e-12       2.309195151972e-13       1.279839300430e-14       2.967021683524e-15       7.179910731112e-17      -3.903948642553e-17 
 1198       1.387025151304e-10       2.270488608835e-12       2.786156005284e-13       1.278994834031e-14       2.957194888976e-15       7.541588959046e-17      -4.032592828985e-17 
 1199       1.381310747493e-10       2.291415762946e-12       3.242164004905e-13       1.278138133457e-14       2.947407938006e-15       7.902477343627e-17      -4.160367087527e-17 
 1200       1.375572051218e-10       2.312604166609e-12       3.676972923001e-13       1.277269359747e-14       2.937660590672e-15       8.262523200284e-17      -4.287257073634e-17 
 1201       1.369811093996e-10       2.334043082447e-12       4.090335440910e-13       1.276388675196e-14       2.927952603713e-15       8.621673532702e-17      -4.413248375833e-17 
 1202       1.364029921085e-10       2.355721696063e-12       4.482003147256e-13       1.275496243362e-14       2.918283730545e-15       8.979875032211e-17      -4.538326515610e-17 
 1203       1.358230591514e-10       2.377629115880e-12       4.851726536075e-13       1.274592229068e-14       2.908653721251e-15       9.337074077170e-17      -4.662476947289e-17 
 1204       1.352415178109e-10       2.399754372975e-12       5.199255004935e-13       1.273676798400e-14       2.899062322570e-15       9.693216732348e-17      -4.785685057918e-17 
 1205       1.346585767523e-10       2.422086420917e-12       5.524336853054e-13       1.272750118716e-14       2.889509277895e-15       1.004824874832e-16      -4.907936167148e-17 
 1206       1.340744460265e-10       2.444614135602e-12       5.826719279423e-13       1.271812358643e-14       2.879994327257e-15       1.040211556083e-16      -5.029215527122e-17 
 1207       1.334893273754e-10       2.467326534479e-12       6.106210193729e-13       1.270863698657e-14       2.870517232296e-15       1.075479141644e-16      -5.149508035615e-17 
 1208       1.329033850133e-10       2.490213437451e-12       6.362864472275e-13       1.269904362943e-14       2.861077851500e-15       1.110636713657e-16      -5.268797371900e-17 
 1209       1.323167744976e-10       2.513264813652e-12       6.596799953915e-13       1.268934587925e-14       2.851676065858e-15       1.145696341510e-16      -5.387066850188e-17 
 1210       1.317296523959e-10       2.536470562640e-12       6.808135835055e-13       1.267954611729e-14       2.842311753963e-15       1.180670179024e-16      -5.504299705274e-17 
 1211       1.311421762879e-10       2.559820514249e-12       6.996992672857e-13       1.266964674192e-14       2.832984792007e-15       1.215570464638e-16      -5.620479092397e-17 
 1212       1.305545047676e-10       2.583304428444e-12       7.163492388446e-13       1.265965016859e-14       2.823695053772e-15       1.250409521583e-16      -5.735588087099e-17 
 1213       1.299667974456e-10       2.606911995177e-12       7.307758270122e-13       1.264955882992e-14       2.814442410627e-15       1.285199758063e-16      -5.849609685083e-17 
 1214       1.293792149507e-10       2.630632834240e-12       7.429914976565e-13       1.263937517571e-14       2.805226731517e-15       1.319953667433e-16      -5.962526802076e-17 
 1215       1.287919189322e-10       2.654456495120e-12       7.530088540046e-13       1.262910167296e-14       2.796047882963e-15       1.354683828374e-16      -6.074322273684e-17 
 1216       1.282050720623e-10       2.678372456853e-12       7.608406369628e-13       1.261874080596e-14       2.786905729051e-15       1.389402905077e-16      -6.184978855256e-17 
 1217       1.276188380373e-10       2.702370127879e-12       7.664997254383e-13       1.260829507625e-14       2.777800131425e-15       1.424123647416e-16      -6.294479221740e-17 
 1218       1.270333815805e-10       2.726438845894e-12       7.699991366591e-13       1.259776700274e-14       2.768730949285e-15       1.458858891128e-16      -6.402805967543e-17 
 1219       1.264488684439e-10       2.750567877711e-12       7.713520264955e-13       1.258715912165e-14       2.759698039378e-15       1.493621557991e-16      -6.509941606389e-17 
 1220       1.258654654103e-10       2.774746419103e-12       7.705716897804e-13       1.257647398665e-14       2.750701255990e-15       1.528424656005e-16      -6.615868571184e-17 
 1221       1.252833402951e-10       2.798963594671e-12       7.676715606305e-13       1.256571416881e-14       2.741740450943e-15       1.563281279566e-16      -6.720569213867e-17 
 1222       1.247026619489e-10       2.823208457685e-12       7.626652127667e-13       1.255488225668e-14       2.732815473589e-15       1.598204609647e-16      -6.824025805278e-17 
 1223       1.241236002591e-10       2.847469989951e-12       7.555663598349e-13       1.254398085630e-14       2.723926170798e-15       1.633207913974e-16      -6.926220535009e-17 
 1224       1.235463261523e-10       2.871737101655e-12       7.463888557273e-13       1.253301259127e-14       2.715072386960e-15       1.668304547208e-16      -7.027135511271e-17 
